date,y_true,fcast_comby,hmean,nr_comby,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
1966-11-01,0.006723,-0.0014072364809771115,0.010146071111111113,2,0,0,0,0,0,1,1,0,0,0,0,0
1966-12-01,-0.003674,-0.00108856616339473,0.010130924778761064,2,0,0,0,0,0,1,1,0,0,0,0,0
1967-01-01,0.075215,0.0004365303172549481,0.010070110132158592,2,0,0,0,0,0,1,1,0,0,0,0,0
1967-02-01,0.003214,0.005067070444302091,0.010355833333333335,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-03-01,0.037537,-0.002154329953562747,0.010324646288209607,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-04-01,0.039471,0.007853902534204548,0.010442960869565218,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-05-01,-0.05001,-0.0001802128035238099,0.010568623376623376,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-06-01,0.016019,0.005201117335438224,0.010307508620689654,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-07-01,0.043754,-0.0005631725333583399,0.010332021459227467,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-08-01,-0.009924,0.0058367554220555215,0.010474850427350427,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-09-01,0.030715,0.0025004595135525156,0.010388046808510638,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-10-01,-0.030648,0.003909197379213776,0.010474177966101693,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-11-01,0.002535,-0.00464883167283523,0.010300666666666666,2,0,0,0,0,0,0,1,0,1,0,0,0
1967-12-01,0.023479,-0.0010269837488707486,0.01026803781512605,2,0,0,0,0,0,0,1,0,1,0,0,0
1968-01-01,-0.045175,0.005885131640989495,0.010323313807531381,2,0,0,0,0,0,0,1,0,1,0,0,0
1968-02-01,-0.0309,0.0021955205251094926,0.010092070833333333,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-03-01,0.005796,0.0017257486297006315,0.009921979253112034,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-04-01,0.080292,0.001165754067127634,0.009904929752066116,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-05-01,0.012074,0.002270408898480113,0.010194588477366255,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-06-01,0.005416,0.0016027200503484999,0.010202290983606558,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-07-01,-0.021744,0.002101273593649284,0.010182755102040817,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-08-01,0.011615,0.0022380709064585263,0.010052971544715447,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-09-01,0.035151,0.002978897340223036,0.010059295546558706,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-10-01,0.004287,0.0031683709109932394,0.010160471774193549,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-11-01,0.04918,0.0027718509971140144,0.010136883534136547,2,0,0,0,0,0,1,1,0,0,0,0,0
1968-12-01,-0.045026,0.0031635184817666463,0.010293056,2,0,0,0,0,0,1,1,0,0,0,0,0
1969-01-01,-0.011847,0.0008754947745391903,0.010072661354581673,2,0,0,0,0,0,1,1,0,0,0,0,0
1969-02-01,-0.047621,3.54686304393035e-5,0.009985678571428572,2,0,0,0,0,0,1,1,0,0,0,0,0
1969-03-01,0.030247,-0.0014155771464186896,0.009757984189723321,2,0,0,0,0,0,1,1,0,0,0,0,0
1969-04-01,0.018171,0.005675181534707358,0.009838649606299214,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-05-01,-0.001446,0.0031508592449944984,0.00987132549019608,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-06-01,-0.059157,-0.004492214443914173,0.009827117187500001,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-07-01,-0.063732,0.003933787984252486,0.009558696498054476,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-08-01,0.040428,-0.007792594284827796,0.009274624031007754,2,0,0,0,0,0,1,1,0,0,0,0,0
1969-09-01,-0.028941,-0.0031174673793287694,0.009394907335907338,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-10-01,0.0407,-0.009231493887043777,0.00924746153846154,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-11-01,-0.035152,0.0035380830236415896,0.009367969348659006,2,0,0,0,0,0,0,1,0,0,1,0,0
1969-12-01,-0.022122,-0.006100833223976792,0.00919804580152672,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-01-01,-0.081798,-0.006030551673551647,0.009078958174904945,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-02-01,0.053521,-0.008086754020700672,0.008734727272727274,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-03-01,-0.003394,-0.004510647715140904,0.0089037320754717,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-04-01,-0.094531,-0.003091790912694426,0.0088575,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-05-01,-0.059689,-0.004347417873741904,0.008470277153558053,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-06-01,-0.054332,-0.0069161754953149385,0.008215951492537314,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-07-01,0.069723,-0.008288940365474808,0.0079834312267658,2,0,0,0,0,0,1,1,0,0,0,0,0
1970-08-01,0.044578,0.003420368444094984,0.008212096296296299,2,0,0,0,0,0,0,1,0,1,0,0,0
1970-09-01,0.029402,-0.0016450357109831573,0.00834628782287823,2,0,0,0,0,0,0,1,0,1,0,0,0
1970-10-01,-0.014432,0.003923767362475015,0.008423698529411766,2,0,0,0,0,0,0,1,0,1,0,0,0
1970-11-01,0.049787,-0.0015317039947384198,0.008339978021978025,2,0,0,0,0,0,0,1,0,1,0,0,0
1970-12-01,0.054084,0.015722202525431567,0.008491244525547446,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-01-01,0.038628,0.002276619197774302,0.008657036363636364,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-02-01,0.009517,0.013924581007582804,0.008765626811594204,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-03-01,0.035768,0.004008308489824592,0.008768339350180508,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-04-01,0.033965,0.016439109247311363,0.008865460431654678,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-05-01,-0.03995,0.0018145529812865304,0.008955422939068102,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-06-01,-0.000461,0.005648669809591177,0.008780760714285714,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-07-01,-0.044527,0.0014661545324970349,0.008747871886120997,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-08-01,0.038036,0.0029774458075266627,0.00855895390070922,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-09-01,-0.009738,0.012373130068183144,0.008663113074204948,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-10-01,-0.043829,0.007826312196458076,0.008598320422535211,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-11-01,-0.000802,0.0073874807624825685,0.008414364912280701,2,0,0,0,0,0,0,1,0,1,0,0,0
1971-12-01,0.08418,0.0044029615736363775,0.008382139860139859,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-01-01,0.015388,0.006740137411223798,0.008646243902439022,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-02-01,0.027321,0.006539491526935464,0.008669652777777778,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-03-01,0.004815,0.00946774564388843,0.008734190311418685,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-04-01,0.002776,0.005477092420397069,0.008720675862068967,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-05-01,0.019119,0.007259648271245235,0.008700247422680413,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-06-01,-0.023156,0.01124757982686164,0.008735928082191782,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-07-01,0.000345,0.005280632608164458,0.008627081911262798,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-08-01,0.036325,0.009437433998867678,0.008598911564625849,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-09-01,-0.006177,0.006564174379911391,0.008692898305084745,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-10-01,0.007478,0.0032478548652255506,0.008642662162162161,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-11-01,0.046297,0.008059807283430738,0.00863874074074074,2,0,0,0,0,0,0,1,0,1,0,0,0
1972-12-01,0.009963,0.00813227547282552,0.008765110738255033,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-01-01,-0.020452,0.00018814638586371022,0.008769117056856186,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-02-01,-0.038218,-0.0022966670949818866,0.00867171333333333,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-03-01,-0.005193,0.0024803689603489867,0.008515933554817274,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-04-01,-0.044664,0.00244403611468063,0.008470539735099336,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-05-01,-0.01915,0.0010445209307927317,0.00829517821782178,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-06-01,-0.010278,-0.0018745735873295912,0.008204898026315787,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-07-01,0.034028,-0.0025611784858447285,0.008144298360655736,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-08-01,-0.037944,-0.010868898186977224,0.008228885620915035,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-09-01,0.035219,0.0012902552068184657,0.008078485342019544,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-10-01,-0.006488,0.0019499295273325062,0.008166603896103897,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-11-01,-0.11372,0.0025121118037535863,0.00811917799352751,2,0,0,0,0,0,0,1,0,1,0,0,0
1973-12-01,0.012371,-0.006911990429257016,0.007726148387096776,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-01-01,-0.01452,-0.004005204554009238,0.0077410836012861755,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-02-01,-0.004308,-0.004850000284289695,0.007669733974358976,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-03-01,-0.027618,-0.002259070750881252,0.0076314664536741225,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-04-01,-0.043249,-0.008828291425786207,0.007519207006369428,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-05-01,-0.034396,-0.009693516536893189,0.007358038095238098,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-06-01,-0.020316,-0.0033211526672526923,0.007225905063291141,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-07-01,-0.082698,-0.003933188503454539,0.00713902208201893,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-08-01,-0.089177,-0.005138703553003984,0.006856515723270442,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-09-01,-0.123511,-0.01341323327786069,0.006555470219435739,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-10-01,0.160013,-0.0037257601817107288,0.006149012500000003,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-11-01,-0.050788,0.0054538364199811975,0.006628339563862931,2,0,0,0,0,0,0,1,0,1,0,0,0
1974-12-01,-0.023421,0.0004924829314017446,0.006450027950310561,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-01-01,0.11661,-0.0011683364405432693,0.006357547987616101,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-02-01,0.06166,0.0033414355289978475,0.006697833333333336,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-03-01,0.019714,0.0038856952493402062,0.006866947692307694,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-04-01,0.045324,-0.0037668258379002753,0.00690635582822086,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-05-01,0.046793,-0.0020198670645611076,0.007023840978593274,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-06-01,0.04182,0.006440043736265003,0.007145088414634148,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-07-01,-0.069604,0.007886222532802207,0.007250483282674774,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-08-01,-0.020463,-0.0012497626873160413,0.007017590909090911,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-09-01,-0.03705,-0.0017704366703745922,0.006934567975830818,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-10-01,0.059555,-0.0024777047900586355,0.0068020843373494,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-11-01,0.024489,0.009027935146469018,0.006960501501501504,2,0,0,0,0,0,0,1,0,1,0,0,0
1975-12-01,-0.014585,8.840304451072467e-5,0.007012982035928146,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-01-01,0.115343,0.008862427499250832,0.006948510447761197,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-02-01,-0.010456,0.005481637259256889,0.007271113095238099,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-03-01,0.02924,0.0048624419626613295,0.00721851038575668,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-04-01,-0.01361,0.006685148935808821,0.007283662721893493,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-05-01,-0.012316,0.004086742290732566,0.007222029498525075,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-06-01,0.040259,-8.361965965106026e-5,0.007164564705882354,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-07-01,-0.011502,0.006509558575756889,0.007261615835777126,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-08-01,-0.003101,0.004403385146797199,0.007206751461988304,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-09-01,0.020221,0.007027940039517872,0.00717669970845481,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-10-01,-0.024611,0.006010345168599003,0.007214619186046511,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-11-01,-0.005141,0.005116964533744471,0.007122371014492753,2,0,0,0,0,0,0,1,0,1,0,0,0
1976-12-01,0.049775,0.010108552983225083,0.007086927745664739,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-01-01,-0.053654,0.011056242113066713,0.007209948126801151,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-02-01,-0.019238,-0.002689916947577067,0.00703505172413793,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-03-01,-0.016002,0.0031175290374728997,0.006959770773638968,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-04-01,-0.003159,0.00572165919162224,0.006894165714285714,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-05-01,-0.018864,0.00546830033288115,0.006865524216524216,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-06-01,0.044076,0.005403667862244964,0.006792428977272725,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-07-01,-0.019453,0.0061294953399031685,0.006898048158640225,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-08-01,-0.01651,0.001461765736194602,0.006823610169491525,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-09-01,-0.005225,0.005508263881434837,0.006757881690140845,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-10-01,-0.046284,0.0006936818108554778,0.00672422191011236,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-11-01,0.031852,-0.0014714554108916165,0.00657573949579832,2,0,0,0,0,0,0,1,0,1,0,0,0
1977-12-01,0.00057,0.0021635947841459504,0.006646343575418996,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-01-01,-0.065543,-0.002383150399529904,0.006629417827298052,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-02-01,-0.02116,-0.002049281215999936,0.006428938888888891,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-03-01,0.022325,-0.0006352924430871694,0.006352515235457066,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-04-01,0.083664,-0.0005787691103235062,0.006396638121546963,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-05-01,0.008319,0.0001796906383907588,0.006609495867768597,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-06-01,-0.021678,-0.000992019792552842,0.0066141923076923105,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-07-01,0.051574,-0.0018811150758738053,0.006536679452054797,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-08-01,0.028041,0.0015874776358686445,0.006659732240437161,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-09-01,-0.010763,0.0030288501924019624,0.006717991825613082,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-10-01,-0.09577,-0.004516082034464983,0.006670489130434785,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-11-01,0.019971,-0.00739559949476515,0.006392872628726291,2,0,0,0,0,0,0,1,0,1,0,0,0
1978-12-01,0.009627,-0.0013564898027648466,0.0064295702702702705,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-01-01,0.034897,-0.007914321370435283,0.006438188679245283,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-02-01,-0.036349,-0.002031657200525923,0.006514690860215055,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-03-01,0.050061,-0.008097193291195109,0.006399774798927615,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-04-01,-0.003917,-0.0029640854468816853,0.006516516042780749,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-05-01,-0.024818,-0.0069856931689866565,0.006488693333333334,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-06-01,0.032124,-0.0009189067634441973,0.006405430851063831,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-07-01,0.003951,0.0016146909028657563,0.0064736498673740065,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-08-01,0.054165,-0.005548413826311915,0.006466976190476191,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-09-01,-0.006284,-0.004424990667317524,0.006592828496042216,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-10-01,-0.07386,-0.007159094038880073,0.006558942105263158,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-11-01,0.044077,-0.023470138489335317,0.0063478687664042,2,0,0,0,0,0,0,1,0,1,0,0,0
1979-12-01,0.00844,-0.002608770921659301,0.006446636125654452,2,0,0,0,0,0,0,1,0,1,0,0,0
1980-01-01,0.051808,-0.006435691796086571,0.006451840731070497,2,0,0,0,0,0,0,1,0,1,0,0,0
1980-02-01,-0.005389,-0.01729386509682901,0.006569955729166667,2,0,0,0,0,0,0,1,0,1,0,0,0
