date,y_true,fcast_glp,hmean,nr_glp,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
1962-07-01,0.063203,0.001699391499115147,0.010927254335260114,3.9161,0.2908,0.2872,0.2839,0.2409,0.2896,0.2424,0.8844,0.3294,0.3257,0.2492,0.2537,0.2389
1962-08-01,0.018969,0.0020375914786103155,0.011227689655172412,3.4495,0.2522,0.245,0.2576,0.1986,0.2498,0.2094,0.8491,0.2739,0.27,0.2183,0.2225,0.2031
1962-09-01,-0.051116,0.005126832833968333,0.011271925714285713,3.826,0.2978,0.2798,0.2947,0.2259,0.2853,0.2419,0.8541,0.3155,0.3019,0.2424,0.2542,0.2325
1962-10-01,0.006213,0.003639912577947441,0.010917448863636362,3.4559,0.2607,0.2511,0.2585,0.1949,0.2516,0.2077,0.8631,0.2879,0.2493,0.2053,0.2174,0.2084
1962-11-01,0.105768,0.004415826514991084,0.010890870056497174,3.8564,0.302,0.2891,0.2839,0.225,0.2872,0.2457,0.8675,0.3252,0.2852,0.2466,0.2567,0.2423
1962-12-01,0.013534,0.005071688719234011,0.01142388764044944,3.6788,0.28,0.2766,0.2866,0.2238,0.275,0.2304,0.8149,0.3035,0.2822,0.2336,0.2494,0.2228
1963-01-01,0.048067,0.005069917760299763,0.011435675977653634,3.6376,0.2816,0.2695,0.2876,0.2233,0.2705,0.2326,0.8081,0.2973,0.2767,0.2293,0.2425,0.2186
1963-02-01,-0.026689,0.005332390702175989,0.011639183333333336,3.6059,0.2806,0.2716,0.288,0.223,0.2701,0.2336,0.7729,0.3015,0.2729,0.2302,0.2397,0.2218
1963-03-01,0.034281,0.004751651574915667,0.011427425414364643,3.6046,0.2734,0.2718,0.2862,0.2156,0.2698,0.2294,0.7986,0.2983,0.2766,0.2234,0.2494,0.2121
1963-04-01,0.04677,0.0056156342616683124,0.011552994505494508,3.8385,0.3021,0.2847,0.316,0.2356,0.2876,0.254,0.7902,0.3151,0.2978,0.2514,0.2601,0.2439
1963-05-01,0.017174,0.0062027226209942846,0.011745437158469946,3.8818,0.3061,0.2947,0.3115,0.2427,0.2943,0.2714,0.7624,0.3241,0.3006,0.2599,0.2679,0.2462
1963-06-01,-0.021005,0.006152669083648307,0.011774940217391306,3.7854,0.2971,0.2932,0.3061,0.2281,0.2866,0.2632,0.7698,0.3132,0.2934,0.2442,0.2569,0.2336
1963-07-01,-0.004121,0.004916160569773,0.01159775135135135,3.8034,0.2955,0.2931,0.3062,0.2381,0.2848,0.2557,0.7677,0.3154,0.2966,0.2515,0.2631,0.2357
1963-08-01,0.050766,0.003754521499207329,0.01151324193548387,3.6703,0.2837,0.2783,0.2917,0.2205,0.2782,0.2393,0.788,0.3041,0.2778,0.2336,0.2469,0.2282
1963-09-01,-0.012902,0.0045565184099524625,0.011723149732620319,3.6557,0.2931,0.2801,0.2949,0.2313,0.2783,0.2619,0.7252,0.3022,0.2811,0.2421,0.2404,0.2251
1963-10-01,0.032125,0.0030972411908652656,0.011592164893617021,3.389,0.264,0.2579,0.2689,0.2027,0.2587,0.2255,0.7484,0.2737,0.2598,0.209,0.2191,0.2013
1963-11-01,-0.007387,0.0036002721667006883,0.011700804232804233,4.1457,0.3261,0.3294,0.3431,0.2705,0.3172,0.3158,0.7433,0.3455,0.3165,0.2844,0.2819,0.272
1963-12-01,0.023365,0.0038361812021668286,0.011600342105263157,4.0174,0.3224,0.3081,0.3284,0.2534,0.3109,0.2949,0.7527,0.3356,0.3114,0.2698,0.2713,0.2585
1964-01-01,0.024491,0.0037147466249819756,0.01166193717277487,3.6705,0.2889,0.2779,0.2961,0.2322,0.2832,0.2717,0.7196,0.3111,0.2834,0.2411,0.2404,0.2249
1964-02-01,0.014015,0.003100601459463229,0.011728755208333332,3.7724,0.3048,0.2912,0.312,0.2379,0.2912,0.2936,0.7023,0.317,0.2871,0.255,0.2436,0.2367
1964-03-01,0.014632,0.0032024541703426666,0.01174060103626943,4.1832,0.3386,0.3333,0.3451,0.273,0.3268,0.3311,0.7204,0.3555,0.3283,0.2846,0.2791,0.2674
1964-04-01,0.003092,0.004239558629093991,0.011755505154639176,3.7067,0.2988,0.2839,0.2971,0.2431,0.2927,0.2965,0.6813,0.309,0.2918,0.2436,0.2406,0.2283
1964-05-01,0.013915,0.004011617528226115,0.011711076923076925,3.9949,0.3252,0.3215,0.3273,0.2531,0.3127,0.3243,0.6953,0.3451,0.3124,0.2655,0.2583,0.2542
1964-06-01,0.015484,0.0039924732623560725,0.01172232142857143,3.864,0.306,0.2968,0.3163,0.2462,0.3054,0.3166,0.6919,0.3261,0.3043,0.2558,0.2569,0.2417
1964-07-01,0.01591,0.004729835519405342,0.011741416243654823,3.8461,0.3082,0.3014,0.3129,0.2491,0.297,0.3168,0.6749,0.3238,0.2988,0.2616,0.253,0.2486
1964-08-01,-0.014621,0.00432123350784542,0.011762469696969697,4.2377,0.3437,0.3383,0.3519,0.2761,0.3424,0.3498,0.6832,0.3613,0.3341,0.2937,0.2822,0.281
1964-09-01,0.027599,0.003707417394611115,0.01162988944723618,3.9418,0.3181,0.2988,0.3207,0.2498,0.3073,0.3228,0.704,0.3353,0.3114,0.2674,0.2543,0.2519
1964-10-01,0.005945,0.004616845110300448,0.011709734999999999,3.9022,0.3144,0.3036,0.3224,0.2513,0.311,0.3196,0.6738,0.3265,0.3145,0.2588,0.2565,0.2498
1964-11-01,-0.001302,0.004298876380253529,0.011681054726368158,3.7103,0.2978,0.2955,0.3037,0.2315,0.2892,0.298,0.6652,0.3237,0.2915,0.2466,0.2295,0.2381
1964-12-01,0.002328,0.004128061939777198,0.011616782178217822,3.671,0.2989,0.2872,0.305,0.2217,0.2927,0.2965,0.6716,0.3075,0.2817,0.2485,0.2297,0.23
1965-01-01,0.031691,0.0020809251350910113,0.011571024630541871,4.0464,0.3266,0.3207,0.3341,0.2562,0.315,0.3357,0.6934,0.3448,0.321,0.2793,0.262,0.2576
1965-02-01,0.000946,0.004209386323116429,0.011669651960784313,3.7969,0.3136,0.3034,0.309,0.2423,0.3023,0.3128,0.6483,0.3261,0.3026,0.254,0.2405,0.242
1965-03-01,-0.015213,0.003971552240743162,0.011617341463414633,4.0752,0.3391,0.3243,0.3346,0.2606,0.3274,0.3427,0.6634,0.3501,0.323,0.2797,0.2661,0.2642
1965-04-01,0.032012,0.0027964348776346203,0.011487097087378639,3.9034,0.3179,0.3098,0.3182,0.2477,0.3171,0.3173,0.6856,0.3293,0.3031,0.2618,0.2462,0.2494
1965-05-01,-0.006222,0.004419403760363165,0.011586251207729466,3.8756,0.3155,0.3106,0.3158,0.2452,0.3153,0.326,0.6438,0.3341,0.3119,0.262,0.2451,0.2503
1965-06-01,-0.04998,0.003804496474012696,0.011500634615384612,3.9582,0.3272,0.3177,0.32,0.2541,0.3161,0.3277,0.6611,0.3434,0.3102,0.267,0.256,0.2577
1965-07-01,0.010986,0.002836795936964695,0.011206468899521527,3.9693,0.3207,0.3156,0.313,0.243,0.3141,0.3046,0.7275,0.3412,0.3212,0.2652,0.2528,0.2504
1965-08-01,0.02446,0.002515559460621225,0.011205419047619047,3.9115,0.3115,0.3132,0.3134,0.2485,0.3048,0.3066,0.7242,0.3345,0.3073,0.2576,0.2416,0.2483
1965-09-01,0.030066,0.003164572664089805,0.011268236966824644,4.0444,0.3267,0.3195,0.3339,0.262,0.3279,0.3205,0.7019,0.3432,0.3193,0.2725,0.26,0.257
1965-10-01,0.025712,0.0032798001649320765,0.01135690566037736,3.7083,0.3058,0.2944,0.2989,0.2303,0.3005,0.3024,0.654,0.3206,0.2975,0.2349,0.2406,0.2284
1965-11-01,-0.006921,0.0037166366669387834,0.011424300469483568,3.7287,0.3079,0.2971,0.3004,0.2374,0.3036,0.3143,0.6346,0.3145,0.2997,0.247,0.237,0.2352
1965-12-01,0.006849,0.0019501089238927022,0.01133857476635514,4.0105,0.3374,0.3214,0.3237,0.2529,0.3295,0.336,0.659,0.3431,0.3255,0.2656,0.2584,0.258
1966-01-01,0.002405,0.0012661886743159493,0.011317693023255812,3.8575,0.3202,0.3042,0.3053,0.2448,0.3241,0.3229,0.6493,0.3311,0.299,0.2638,0.2447,0.2481
1966-02-01,-0.01655,-0.0003518852426316828,0.011276430555555553,3.8771,0.3238,0.305,0.3047,0.2437,0.3125,0.3254,0.6579,0.3345,0.3086,0.2627,0.2495,0.2488
1966-03-01,-0.026541,-0.002166711904921518,0.011148198156682027,4.0953,0.3365,0.3215,0.3253,0.2653,0.3337,0.3376,0.6969,0.3518,0.3182,0.2762,0.2664,0.2659
1966-04-01,0.018358,0.002259262080441009,0.010975311926605504,4.4112,0.3629,0.3506,0.3578,0.2749,0.3523,0.365,0.7509,0.3739,0.3572,0.3007,0.2839,0.2811
1966-05-01,-0.05254,-0.0006328730049346018,0.011009022831050227,4.2323,0.3518,0.3285,0.3373,0.2663,0.3397,0.3557,0.7149,0.3622,0.3503,0.2938,0.2651,0.2667
1966-06-01,-0.01848,-0.003439754066191418,0.010720163636363635,4.4175,0.3504,0.3461,0.3534,0.2716,0.344,0.3463,0.8135,0.3775,0.3644,0.2991,0.2767,0.2745
1966-07-01,-0.015929,-0.0028349055011292336,0.010588036199095022,4.516,0.3536,0.3518,0.3644,0.2795,0.3508,0.3488,0.8275,0.3889,0.3874,0.3063,0.2783,0.2787
1966-08-01,-0.07515,-0.00513141860413112,0.01046859009009009,4.3389,0.3324,0.3337,0.3487,0.2529,0.33,0.3367,0.8491,0.3644,0.3663,0.2961,0.2662,0.2624
1966-09-01,-0.010344,-0.011774672590659127,0.010084650224215248,3.9365,0.2915,0.2911,0.3147,0.21,0.2832,0.2857,0.9099,0.3342,0.3398,0.2363,0.2253,0.2148
1966-10-01,0.044333,-0.009151679988778295,0.009993450892857145,3.9883,0.2872,0.2927,0.3176,0.225,0.2837,0.288,0.9213,0.3397,0.3367,0.2537,0.2239,0.2188
1966-11-01,0.006723,-0.005022638512198225,0.010146071111111113,4.5891,0.3414,0.3447,0.3695,0.2789,0.3359,0.3508,0.8686,0.3949,0.4448,0.311,0.2769,0.2717
1966-12-01,-0.003674,-0.009548755364359087,0.010130924778761064,4.8207,0.3725,0.3613,0.3895,0.2934,0.3619,0.3753,0.8556,0.4083,0.4695,0.3367,0.3026,0.2941
1967-01-01,0.075215,0.0016194605625394027,0.010070110132158592,4.906,0.3822,0.3683,0.4019,0.3027,0.3717,0.3895,0.8569,0.4192,0.4737,0.3357,0.3052,0.299
1967-02-01,0.003214,0.0007654903420636969,0.010355833333333335,5.697,0.4495,0.4374,0.471,0.3639,0.4493,0.4672,0.7918,0.4843,0.6279,0.4212,0.3775,0.356
1967-03-01,0.037537,-0.004184787008889793,0.010324646288209607,5.879,0.4688,0.4512,0.4813,0.3756,0.4658,0.4951,0.7972,0.5037,0.6511,0.43,0.3896,0.3696
1967-04-01,0.039471,0.007237889863370899,0.010442960869565218,5.7047,0.4639,0.4459,0.4778,0.3659,0.4581,0.4894,0.7486,0.4877,0.5784,0.4289,0.3889,0.3712
1967-05-01,-0.05001,-0.0017171459638414576,0.010568623376623376,5.8532,0.4825,0.4581,0.4781,0.3808,0.4689,0.5067,0.7337,0.5029,0.6047,0.4419,0.4108,0.3841
1967-06-01,0.016019,0.006855104304828271,0.010307508620689654,5.8507,0.4698,0.4505,0.4765,0.366,0.4704,0.4776,0.7567,0.4977,0.6611,0.4544,0.3868,0.3832
1967-07-01,0.043754,-0.001344907453172327,0.010332021459227467,6.2107,0.5025,0.4773,0.5076,0.3941,0.495,0.5289,0.7786,0.5285,0.6867,0.4888,0.4222,0.4005
1967-08-01,-0.009924,0.007252818273689748,0.010474850427350427,6.0738,0.504,0.4764,0.5002,0.3943,0.4859,0.5317,0.7509,0.5122,0.61,0.4877,0.4221,0.3984
1967-09-01,0.030715,0.0029198487401609183,0.010388046808510638,5.7946,0.4665,0.4432,0.4738,0.3731,0.4682,0.4961,0.754,0.4884,0.595,0.4635,0.3979,0.3749
1967-10-01,-0.030648,0.004710990773444,0.010474177966101693,5.9804,0.4932,0.4621,0.4921,0.3836,0.4891,0.5405,0.7376,0.5,0.5943,0.4746,0.4245,0.3888
1967-11-01,0.002535,-0.0031464478908311572,0.010300666666666666,5.6085,0.4521,0.4292,0.4536,0.3568,0.4457,0.4794,0.7466,0.4741,0.5767,0.4554,0.3798,0.3591
1967-12-01,0.023479,0.0020513179042092942,0.01026803781512605,6.0291,0.5033,0.476,0.4899,0.3889,0.4948,0.5154,0.7606,0.5031,0.5942,0.4987,0.4164,0.3878
1968-01-01,-0.045175,0.004752055663252725,0.010323313807531381,5.7651,0.4846,0.453,0.4705,0.3645,0.4741,0.5086,0.7311,0.4907,0.5502,0.4746,0.394,0.3692
1968-02-01,-0.0309,0.0031667358067605936,0.010092070833333333,5.553,0.4465,0.4278,0.4525,0.3479,0.4536,0.4878,0.7678,0.4816,0.512,0.451,0.372,0.3525
1968-03-01,0.005796,-0.0018635263584611008,0.009921979253112034,5.4301,0.4394,0.4118,0.4439,0.3377,0.4358,0.4713,0.7965,0.4707,0.4633,0.4582,0.3596,0.3419
1968-04-01,0.080292,-0.0032475546856506627,0.009904929752066116,5.4602,0.4403,0.4167,0.4457,0.3442,0.4396,0.4708,0.7878,0.4759,0.463,0.4602,0.3652,0.3508
1968-05-01,0.012074,0.005895892486753333,0.010194588477366255,5.5169,0.4666,0.4334,0.4463,0.3624,0.4734,0.4874,0.7034,0.4711,0.4294,0.4792,0.3962,0.3681
1968-06-01,0.005416,0.0017577866583657511,0.010202290983606558,5.6831,0.4859,0.4519,0.4667,0.3778,0.4832,0.5075,0.6933,0.4859,0.4478,0.4924,0.4143,0.3764
1968-07-01,-0.021744,0.004410566765940619,0.010182755102040817,5.5177,0.4727,0.4303,0.4521,0.3687,0.4801,0.4922,0.6831,0.4741,0.4337,0.4763,0.3949,0.3595
1968-08-01,0.011615,0.0015734525551102082,0.010052971544715447,5.2253,0.4442,0.414,0.4314,0.3409,0.4414,0.459,0.6986,0.4538,0.3966,0.4498,0.3614,0.3342
1968-09-01,0.035151,-0.0012724178850564796,0.010059295546558706,5.2319,0.4479,0.4167,0.4299,0.3348,0.4555,0.4572,0.6956,0.448,0.4106,0.4441,0.3585,0.3331
1968-10-01,0.004287,0.0009882122304074859,0.010160471774193549,4.9863,0.4376,0.4037,0.4052,0.324,0.4382,0.4449,0.6383,0.4298,0.3824,0.4021,0.3579,0.3222
1968-11-01,0.04918,0.0003045904048960332,0.010136883534136547,5.5991,0.4903,0.4504,0.4715,0.3731,0.4997,0.5002,0.6637,0.4844,0.439,0.4522,0.4034,0.3712
1968-12-01,-0.045026,0.00044473396010637423,0.010293056,4.7925,0.4297,0.3914,0.3931,0.3144,0.4328,0.424,0.5824,0.4062,0.3627,0.3973,0.3484,0.3101
1969-01-01,-0.011847,-0.0063019012119190365,0.010072661354581673,5.481,0.4793,0.4351,0.4452,0.3614,0.489,0.4875,0.6619,0.4702,0.4358,0.4561,0.3922,0.3673
1969-02-01,-0.047621,-0.009115923999444261,0.009985678571428572,5.4701,0.4766,0.4406,0.4489,0.3636,0.4899,0.4796,0.6625,0.4685,0.4362,0.4478,0.3966,0.3593
1969-03-01,0.030247,-0.006295386294321333,0.009757984189723321,5.9084,0.4978,0.466,0.4891,0.3772,0.4982,0.554,0.7418,0.5046,0.4723,0.5106,0.4106,0.3862
1969-04-01,0.018171,-0.001252852013257411,0.009838649606299214,5.7184,0.4866,0.4562,0.4702,0.37,0.5094,0.4876,0.6985,0.4848,0.4498,0.5282,0.4029,0.3742
1969-05-01,-0.001446,-0.00012973611877083925,0.00987132549019608,5.5738,0.4836,0.4373,0.4429,0.3637,0.5012,0.4572,0.6707,0.4698,0.4412,0.543,0.3946,0.3686
1969-06-01,-0.059157,-0.010695142344491313,0.009827117187500001,5.763,0.4961,0.4664,0.4647,0.3789,0.5189,0.4655,0.6796,0.4842,0.4572,0.5519,0.4163,0.3833
1969-07-01,-0.063732,-0.002486879538528757,0.009558696498054476,6.5247,0.554,0.5205,0.5349,0.4142,0.5398,0.5762,0.7605,0.5494,0.5388,0.6466,0.4598,0.43
1969-08-01,0.040428,-0.013926654803086762,0.009274624031007754,6.4283,0.5281,0.4942,0.5253,0.4074,0.5035,0.6337,0.8165,0.5529,0.5138,0.5922,0.449,0.4117
1969-09-01,-0.028941,-0.009631739727489637,0.009394907335907338,6.3207,0.5254,0.4969,0.5217,0.4135,0.5266,0.5502,0.7546,0.5426,0.5172,0.6038,0.4561,0.4121
1969-10-01,0.0407,-0.02008848886784475,0.00924746153846154,6.2931,0.5265,0.4877,0.518,0.4014,0.5074,0.5658,0.7863,0.5361,0.5147,0.6018,0.4367,0.4107
1969-11-01,-0.035152,0.00017554507535724493,0.009367969348659006,5.4264,0.4766,0.431,0.4415,0.3537,0.4913,0.4454,0.6754,0.4733,0.4043,0.4968,0.3839,0.3532
1969-12-01,-0.022122,-0.005861911491788512,0.00919804580152672,5.4361,0.4678,0.434,0.4433,0.3511,0.4764,0.4708,0.7236,0.4809,0.3953,0.4716,0.3717,0.3496
1970-01-01,-0.081798,-0.0070598222194103695,0.009078958174904945,5.6644,0.4841,0.4469,0.4575,0.3767,0.4748,0.5045,0.754,0.5074,0.4168,0.4772,0.3975,0.367
1970-02-01,0.053521,-0.015107701620910708,0.008734727272727274,4.8931,0.3829,0.3687,0.3801,0.3057,0.3691,0.4365,0.8395,0.4592,0.3553,0.3891,0.3125,0.2945
1970-03-01,-0.003394,-0.001458745654850366,0.0089037320754717,5.309,0.4486,0.4114,0.4374,0.343,0.4444,0.4706,0.7589,0.489,0.4064,0.3967,0.3601,0.3425
1970-04-01,-0.094531,-0.005186926939704309,0.0088575,5.2994,0.4449,0.4157,0.4272,0.3354,0.4426,0.4761,0.7677,0.4857,0.3919,0.4062,0.3608,0.3452
1970-05-01,-0.059689,-0.011536535123706969,0.008470277153558053,4.9977,0.3945,0.3685,0.3843,0.3079,0.3773,0.4559,0.8205,0.4911,0.3798,0.3794,0.3294,0.3091
1970-06-01,-0.054332,-0.01646323692521297,0.008215951492537314,5.1772,0.4032,0.3827,0.3926,0.3265,0.3692,0.4827,0.826,0.5197,0.4185,0.3954,0.3393,0.3214
1970-07-01,0.069723,-0.00528783663893204,0.0079834312267658,5.3944,0.4089,0.3926,0.4074,0.3209,0.3774,0.5055,0.8342,0.5484,0.4617,0.4435,0.3595,0.3344
1970-08-01,0.044578,-0.009272978829736217,0.008212096296296299,6.263,0.4979,0.4692,0.4847,0.3787,0.4605,0.5602,0.8488,0.5616,0.5758,0.6035,0.4187,0.4034
1970-09-01,0.029402,-0.006134902089366259,0.00834628782287823,6.2204,0.5101,0.4738,0.4887,0.3825,0.4688,0.5325,0.8366,0.5443,0.6491,0.5336,0.4078,0.3926
1970-10-01,-0.014432,0.003365577228616137,0.008423698529411766,6.4458,0.5349,0.4948,0.5138,0.4,0.4952,0.5479,0.8286,0.5603,0.6682,0.5344,0.4554,0.4123
1970-11-01,0.049787,-0.0038878364896326716,0.008339978021978025,5.9195,0.4864,0.4479,0.4591,0.3578,0.4391,0.4932,0.8247,0.5311,0.6293,0.4851,0.3968,0.369
1970-12-01,0.054084,0.015677873688730408,0.008491244525547446,6.5186,0.5512,0.4987,0.5272,0.409,0.5095,0.5518,0.823,0.5614,0.6378,0.5456,0.4807,0.4227
1971-01-01,0.038628,-0.0005051130091834234,0.008657036363636364,7.1849,0.5974,0.5581,0.5957,0.4589,0.5691,0.6046,0.8349,0.5951,0.7569,0.592,0.5577,0.4645
1971-02-01,0.009517,0.017172683995661863,0.008765626811594204,7.2139,0.615,0.5623,0.5962,0.4629,0.5634,0.6029,0.8358,0.5946,0.7609,0.5591,0.5876,0.4732
1971-03-01,0.035768,0.009724507134043502,0.008768339350180508,6.8991,0.5827,0.5337,0.5673,0.426,0.5415,0.5726,0.8328,0.5711,0.7462,0.5312,0.5582,0.4358
1971-04-01,0.033965,0.02266124551236078,0.008865460431654678,6.9355,0.5746,0.5354,0.5726,0.4173,0.54,0.5784,0.8424,0.5705,0.7235,0.55,0.5912,0.4396
1971-05-01,-0.03995,0.004581863883353154,0.008955422939068102,7.3342,0.6191,0.5638,0.6145,0.4609,0.5781,0.6195,0.8544,0.5957,0.7472,0.5841,0.6299,0.467
1971-06-01,-0.000461,0.007466913201309186,0.008780760714285714,7.2362,0.6085,0.5659,0.5999,0.4546,0.5692,0.6073,0.8371,0.5979,0.7928,0.5654,0.5757,0.4619
1971-07-01,-0.044527,-0.001028027019643949,0.008747871886120997,7.3062,0.6169,0.579,0.6162,0.4594,0.5748,0.6216,0.8361,0.5867,0.7961,0.5638,0.5885,0.4671
1971-08-01,0.038036,0.0034936782076151226,0.00855895390070922,7.2393,0.6173,0.5683,0.5985,0.4476,0.5587,0.6055,0.8371,0.5906,0.8089,0.5812,0.5611,0.4645
1971-09-01,-0.009738,0.012834009395726723,0.008663113074204948,7.4516,0.624,0.5893,0.6218,0.4673,0.5843,0.63,0.8359,0.6129,0.8127,0.6079,0.5923,0.4732
1971-10-01,-0.043829,0.01227508801009171,0.008598320422535211,7.2443,0.6099,0.5651,0.6069,0.4506,0.5608,0.611,0.829,0.5982,0.7717,0.6098,0.5704,0.4609
1971-11-01,-0.000802,0.00533212796632363,0.008414364912280701,6.9205,0.5946,0.5433,0.5755,0.4305,0.5394,0.5838,0.8194,0.5774,0.7564,0.5451,0.5129,0.4422
1971-12-01,0.08418,0.0026426114096501758,0.008382139860139859,6.8166,0.5861,0.5294,0.5699,0.4105,0.5322,0.5747,0.8191,0.5593,0.7528,0.5382,0.5053,0.4391
1972-01-01,0.015388,0.003715188889763183,0.008646243902439022,6.9846,0.585,0.5457,0.5744,0.4379,0.5552,0.5854,0.8372,0.5693,0.7474,0.5371,0.5601,0.4499
1972-02-01,0.027321,0.003764640200492309,0.008669652777777778,6.9217,0.5801,0.5351,0.5639,0.4357,0.5519,0.5747,0.8328,0.5675,0.7331,0.5413,0.5638,0.4418
