date,y_true,fcast_ridge,hmean,nr_ridge,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
1962-02-01,0.018192,0.010134214662194841,0.012541214285714284,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-03-01,-0.005842,0.010435837997446296,0.012574650887573964,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-04-01,-0.063743,0.011325138310145278,0.012466317647058823,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-05-01,-0.082047,0.009343446984621369,0.012020649122807016,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-06-01,-0.083069,0.01746040510469982,0.01147374418604651,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-07-01,0.063203,0.006278175593556654,0.010927254335260114,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-08-01,0.018969,0.00744871371047001,0.011227689655172412,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-09-01,-0.051116,0.009406879465498298,0.011271925714285713,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-10-01,0.006213,0.008892904161236462,0.010917448863636362,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-11-01,0.105768,0.009595453981074706,0.010890870056497174,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962-12-01,0.013534,0.010341162999445676,0.01142388764044944,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-01-01,0.048067,0.010067144672882472,0.011435675977653634,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-02-01,-0.026689,0.009805147567211733,0.011639183333333336,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-03-01,0.034281,0.009819784311202766,0.011427425414364643,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-04-01,0.04677,0.010151371795559206,0.011552994505494508,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-05-01,0.017174,0.0103593941865701,0.011745437158469946,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-06-01,-0.021005,0.010468154549411992,0.011774940217391306,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-07-01,-0.004121,0.009831483879881944,0.01159775135135135,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-08-01,0.050766,0.009655421436774454,0.01151324193548387,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-09-01,-0.012902,0.01004269430847784,0.011723149732620319,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-10-01,0.032125,0.008864252355268828,0.011592164893617021,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-11-01,-0.007387,0.008801006675686316,0.011700804232804233,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1963-12-01,0.023365,0.009181262161432608,0.011600342105263157,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-01-01,0.024491,0.008775809360762759,0.01166193717277487,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-02-01,0.014015,0.00811021889788577,0.011728755208333332,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-03-01,0.014632,0.008317126948934796,0.01174060103626943,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-04-01,0.003092,0.009170095447987359,0.011755505154639176,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-05-01,0.013915,0.008562003475954521,0.011711076923076925,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-06-01,0.015484,0.008312861542928807,0.01172232142857143,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-07-01,0.01591,0.008778567690484601,0.011741416243654823,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-08-01,-0.014621,0.00801574965416634,0.011762469696969697,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-09-01,0.027599,0.007952411004745938,0.01162988944723618,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-10-01,0.005945,0.00949965255060311,0.011709734999999999,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-11-01,-0.001302,0.009222605412021427,0.011681054726368158,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1964-12-01,0.002328,0.008955673757067054,0.011616782178217822,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-01-01,0.031691,0.007787605735992156,0.011571024630541871,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-02-01,0.000946,0.010739041905624257,0.011669651960784313,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-03-01,-0.015213,0.010598278015636033,0.011617341463414633,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-04-01,0.032012,0.010452640997961497,0.011487097087378639,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-05-01,-0.006222,0.011242737060732103,0.011586251207729466,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-06-01,-0.04998,0.010470838461613818,0.011500634615384612,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-07-01,0.010986,0.009355779474456686,0.011206468899521527,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-08-01,0.02446,0.009491242531564168,0.011205419047619047,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-09-01,0.030066,0.009703313874581369,0.011268236966824644,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-10-01,0.025712,0.011033201732767922,0.01135690566037736,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-11-01,-0.006921,0.011284365047855141,0.011424300469483568,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1965-12-01,0.006849,0.010595670843881584,0.01133857476635514,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-01-01,0.002405,0.009934827026633244,0.011317693023255812,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-02-01,-0.01655,0.009171189633041015,0.011276430555555553,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-03-01,-0.026541,0.007684602748246196,0.011148198156682027,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-04-01,0.018358,0.009273581138814527,0.010975311926605504,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-05-01,-0.05254,0.007639728049347869,0.011009022831050227,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-06-01,-0.01848,0.006270718957063108,0.010720163636363635,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-07-01,-0.015929,0.006214626930794007,0.010588036199095022,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-08-01,-0.07515,0.005745145293996515,0.01046859009009009,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-09-01,-0.010344,0.0024166451486109086,0.010084650224215248,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-10-01,0.044333,0.006442642091695077,0.009993450892857145,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-11-01,0.006723,0.0062388092979990765,0.010146071111111113,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1966-12-01,-0.003674,0.0026379003487590077,0.010130924778761064,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-01-01,0.075215,0.009358448087463212,0.010070110132158592,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-02-01,0.003214,0.005901547842123489,0.010355833333333335,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-03-01,0.037537,0.004326886910110303,0.010324646288209607,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-04-01,0.039471,0.009089012449823294,0.010442960869565218,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-05-01,-0.05001,0.004440440477230565,0.010568623376623376,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-06-01,0.016019,0.008631354165924763,0.010307508620689654,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-07-01,0.043754,0.00012026930512563347,0.010332021459227467,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-08-01,-0.009924,0.008780518603450232,0.010474850427350427,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-09-01,0.030715,0.003955006273055625,0.010388046808510638,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-10-01,-0.030648,0.005607820048962946,0.010474177966101693,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-11-01,0.002535,-0.0026279427566048823,0.010300666666666666,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967-12-01,0.023479,0.0035517864322167285,0.01026803781512605,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-01-01,-0.045175,0.006602796144037053,0.010323313807531381,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-02-01,-0.0309,0.005631087643389604,0.010092070833333333,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-03-01,0.005796,-0.00038497281106427317,0.009921979253112034,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-04-01,0.080292,-0.001726159695286738,0.009904929752066116,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-05-01,0.012074,0.009271450254642367,0.010194588477366255,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-06-01,0.005416,0.0032470264706875663,0.010202290983606558,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-07-01,-0.021744,0.006966700936034752,0.010182755102040817,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-08-01,0.011615,0.0038085027332987118,0.010052971544715447,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-09-01,0.035151,-0.0011977669146597527,0.010059295546558706,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-10-01,0.004287,0.002035855089534602,0.010160471774193549,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-11-01,0.04918,0.0015265452970719662,0.010136883534136547,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968-12-01,-0.045026,0.0011028581147548152,0.010293056,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-01-01,-0.011847,-0.005811075012887217,0.010072661354581673,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-02-01,-0.047621,-0.009872340636714882,0.009985678571428572,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-03-01,0.030247,-0.006086986995739986,0.009757984189723321,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-04-01,0.018171,-0.00137062418946706,0.009838649606299214,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-05-01,-0.001446,8.521275004861836e-5,0.00987132549019608,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-06-01,-0.059157,-0.014249043738231784,0.009827117187500001,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-07-01,-0.063732,-0.0026560727271498683,0.009558696498054476,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-08-01,0.040428,-0.01583795100483825,0.009274624031007754,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-09-01,-0.028941,-0.010092681565236735,0.009394907335907338,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-10-01,0.0407,-0.024466863927515663,0.00924746153846154,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-11-01,-0.035152,0.0026834032552182797,0.009367969348659006,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969-12-01,-0.022122,-0.004210432764516113,0.00919804580152672,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-01-01,-0.081798,-0.0037739702117039206,0.009078958174904945,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-02-01,0.053521,-0.010948661131532849,0.008734727272727274,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-03-01,-0.003394,0.004191630771714114,0.0089037320754717,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-04-01,-0.094531,-0.0030734971308682166,0.0088575,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-05-01,-0.059689,-0.010719431174053204,0.008470277153558053,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-06-01,-0.054332,-0.015503024835659084,0.008215951492537314,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-07-01,0.069723,0.002981093347177053,0.0079834312267658,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-08-01,0.044578,-0.0072935241446934,0.008212096296296299,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-09-01,0.029402,-0.0037281567666322224,0.00834628782287823,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-10-01,-0.014432,0.0070552032974982954,0.008423698529411766,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-11-01,0.049787,-0.0013508302010737522,0.008339978021978025,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970-12-01,0.054084,0.019702705766629754,0.008491244525547446,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-01-01,0.038628,-0.0006493976320654737,0.008657036363636364,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-02-01,0.009517,0.018461192395855752,0.008765626811594204,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-03-01,0.035768,0.011775719495363329,0.008768339350180508,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-04-01,0.033965,0.023629961744371895,0.008865460431654678,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-05-01,-0.03995,0.004571393511307872,0.008955422939068102,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-06-01,-0.000461,0.008245837619580155,0.008780760714285714,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-07-01,-0.044527,-0.0011498464510484997,0.008747871886120997,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-08-01,0.038036,0.00467299502914376,0.00855895390070922,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-09-01,-0.009738,0.011442526953685415,0.008663113074204948,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-10-01,-0.043829,0.012842476122373766,0.008598320422535211,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-11-01,-0.000802,0.005558648565139006,0.008414364912280701,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971-12-01,0.08418,0.0032898649756205214,0.008382139860139859,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-01-01,0.015388,0.00322866721303651,0.008646243902439022,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-02-01,0.027321,0.002879357255613161,0.008669652777777778,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-03-01,0.004815,0.0053799276563043855,0.008734190311418685,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-04-01,0.002776,0.001064529640895134,0.008720675862068967,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-05-01,0.019119,0.0031574940241534703,0.008700247422680413,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-06-01,-0.023156,0.008024341060864785,0.008735928082191782,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-07-01,0.000345,0.0019284854915184268,0.008627081911262798,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-08-01,0.036325,0.007717481670150291,0.008598911564625849,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-09-01,-0.006177,0.002549432903721287,0.008692898305084745,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-10-01,0.007478,-0.0017380327059167602,0.008642662162162161,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-11-01,0.046297,0.005144189448971183,0.00863874074074074,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972-12-01,0.009963,0.003291886390179527,0.008765110738255033,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-01-01,-0.020452,-0.005439796649792825,0.008769117056856186,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-02-01,-0.038218,-0.010342133692844147,0.00867171333333333,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-03-01,-0.005193,-0.004102432652305998,0.008515933554817274,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-04-01,-0.044664,-0.0035554587062283293,0.008470539735099336,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-05-01,-0.01915,-0.00735023357134803,0.00829517821782178,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-06-01,-0.010278,-0.011600712183391733,0.008204898026315787,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-07-01,0.034028,-0.009983801553475025,0.008144298360655736,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-08-01,-0.037944,-0.015265733107904017,0.008228885620915035,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-09-01,0.035219,-0.004080463574583831,0.008078485342019544,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-10-01,-0.006488,-0.0055459257430167126,0.008166603896103897,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973-11-01,-0.11372,0.0006825440097009101,0.00811917799352751,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
