date,eq_prem,eq_prem_lead,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
197808,0.028041,-0.010763,-3.01,-2.2,0.83,0.001002244512,0.960060217604525,0.012002707759077,0.0708,0.0843,0.0218,0.0039,0.0079,0.007668711656442
197809,-0.010763,-0.09577,-3.02,-2.18,0.83,0.000948015473,0.97225751310896,0.01270390608818,0.0785,0.086,-0.0106,0.0058,0.0073,0.004566210045662
197810,-0.09577,0.019971,-3.01,-2.06,0.85,0.002100022365,1.06227522241151,0.014350552361927,0.0799,0.0889,-0.02,-0.0005,0.007,0.007575757575758
197811,0.019971,0.009627,-2.91,-2.06,0.87,0.003180904198,1.05352740197489,0.014089272170544,0.0864,0.0877,0.0189,-0.0055,0.008,0.009022556390977
197812,0.009627,0.034897,-2.93,-2.05,0.89,0.001665670851,1.04570129563608,0.014850552202063,0.0908,0.0898,-0.013,-0.0003,0.0078,0.004470938897169
197901,0.034897,-0.036349,-2.93,-2.07,0.91,0.001001124969,1.00307428326303,0.014387532480625,0.0935,0.0886,0.0191,-0.0007,0.0088,0.004451038575668
197902,-0.036349,0.050061,-2.96,-2,0.92,0.000814059317,1.04077545065651,0.012227710150528,0.0932,0.0908,-0.0135,0.0007,0.0082,0.008862629246676
197903,0.050061,-0.003917,-2.92,-2.03,0.94,0.000800771208,1.0330789394326,0.011670307720665,0.0948,0.0902,0.0129,-0.0023,0.0089,0.011713030746706
197904,-0.003917,-0.024818,-2.96,-2.02,0.95,0.000646828956,1.04187624283542,0.011570313837191,0.0946,0.0922,-0.0112,0.006,0.0095,0.010130246020261
197905,-0.024818,0.032124,-2.96,-1.97,0.95,0.000924233336,1.0831418043851,0.014183159197573,0.0961,0.0903,0.0261,-0.0033,0.0097,0.011461318051576
197906,0.032124,0.003951,-2.92,-2,0.96,0.000571458265,1.05786360721157,0.012068377114714,0.0906,0.0877,0.0311,-0.0042,0.0109,0.012747875354108
197907,0.003951,0.054165,-2.95,-1.99,0.97,0.00070768451,1.05231445381725,0.00967824756996,0.0924,0.0895,-0.0085,0.0054,0.0109,0.011188811188811
197908,0.054165,-0.006284,-2.95,-2.03,0.97,0.000506455632,1.00345864831067,0.01156907926145,0.0952,0.0907,-0.0035,0.0041,0.0112,0.011065006915629
197909,-0.006284,-0.07386,-2.99,-2.01,0.98,0.001233084595,1.01379498736598,0.009403923682182,0.1026,0.0927,-0.0122,-0.0057,0.011,0.009575923392613
197910,-0.07386,0.044077,-2.98,-1.93,0.97,0.002589339926,1.09194556822361,0.010209544843308,0.117,0.1034,-0.0841,-0.0049,0.0127,0.010840108401084
197911,0.044077,0.00844,-2.9,-1.97,0.97,0.00155837428,1.08311546178634,0.010778693766196,0.1179,0.1009,0.0311,-0.0089,0.0123,0.008042895442359
197912,0.00844,0.051808,-2.93,-1.98,0.97,0.000469654957,1.06195006795908,0.010514464695928,0.1204,0.1012,0.0057,-0.0165,0.0132,0.009308510638298
198001,0.051808,-0.005389,-2.94,-2.03,0.97,0.001906400953,1.01695495804076,0.011297470727139,0.12,0.1114,-0.0741,0.0096,0.0133,0.010540184453228
198002,-0.005389,-0.106418,-2.99,-2.02,0.97,0.001897608689,1.03192993025465,0.010827185212285,0.1286,0.1186,-0.0467,-0.0198,0.0119,0.014341590612777
198003,-0.106418,0.030294,-2.98,-1.9,0.97,0.004621871478,1.09373210308622,0.011877445094658,0.152,0.1239,-0.0315,0.0253,0.0149,0.01413881748072
198004,0.030294,0.04296,-2.86,-1.95,0.95,0.002745573783,1.0518199397841,0.015346846793911,0.132,0.1076,0.1523,-0.0147,0.0215,0.015209125475285
198005,0.04296,0.021622,-2.89,-2,0.94,0.001509751526,1.01004877475466,0.015051860179061,0.0858,0.1037,0.0419,0.0141,0.0218,0.01123595505618
198006,0.021622,0.0621,-2.93,-2.03,0.92,0.001371067203,0.990183427043967,0.015304387482605,0.0707,0.1006,0.0359,-0.0018,0.0213,0.009876543209876
198007,0.0621,0.008154,-2.95,-2.1,0.91,0.001362828574,0.918829919172048,0.020154037974535,0.0806,0.1074,-0.0476,0.0047,0.0158,0.011002444987775
198008,0.008154,0.021535,-3.01,-2.12,0.89,0.00170813206,0.921519638855231,0.019949843508363,0.0913,0.114,-0.0432,-0.0013,0.0151,0
198009,0.021535,0.010309,-3,-2.15,0.88,0.002657406915,0.921687651487527,0.023796039467164,0.1027,0.1185,-0.0262,0.0025,0.0168,0.007255139056832
198010,0.010309,0.10041,-3.02,-2.16,0.88,0.002190635643,0.929593613776244,0.022769186086327,0.1162,0.1231,-0.0263,0.0104,0.0192,0.008403361344538
198011,0.10041,-0.040234,-3.03,-2.25,0.88,0.002419092186,0.865161978778666,0.021949274768823,0.1373,0.123,0.01,-0.0083,0.0167,0.009523809523809
198012,-0.040234,-0.05647,-3.13,-2.21,0.88,0.002951487128,0.891503023890289,0.026816375409707,0.1549,0.1199,0.0352,-0.0104,0.0193,0.008254716981132
198101,-0.05647,0.010867,-3.09,-2.17,0.87,0.001597440065,0.907238696464577,0.028695433398612,0.1502,0.1211,-0.0115,-0.0015,0.0222,0.009356725146199
198102,0.010867,0.027585,-3.03,-2.19,0.85,0.001530896238,0.881815756531018,0.030009372936888,0.1479,0.1283,-0.0435,0.0166,0.0202,0.00811123986095
198103,0.027585,-0.032311,-3.04,-2.23,0.84,0.002075959138,0.924920557442697,0.027939297983269,0.1336,0.1248,0.0384,-0.0073,0.0201,0.010344827586207
198104,-0.032311,-0.004261,-3.07,-2.2,0.85,0.000832008886,0.930593836131295,0.027352011949466,0.1369,0.1332,-0.0518,-0.0251,0.0168,0.006825938566553
198105,-0.004261,-0.019755,-3.04,-2.19,0.85,0.000921692553,0.936223846735568,0.028844617856095,0.163,0.1265,0.0622,-0.0027,0.0163,0.006779661016949
198106,-0.019755,-0.012786,-3.03,-2.17,0.85,0.000995535627,0.950474981573991,0.027893436451177,0.1473,0.1304,-0.0179,0.0202,0.0205,0.007856341189675
198107,-0.012786,-0.06794,-3.02,-2.16,0.85,0.001102993744,0.974966923577714,0.025590219394749,0.1495,0.137,-0.0353,-0.0019,0.0179,0.00890868596882
198108,-0.06794,-0.063266,-3.01,-2.09,0.85,0.001824936279,1.05335405629233,0.026991741461342,0.1551,0.1445,-0.0386,0.0041,0.0145,0.011037527593819
198109,-0.063266,0.039715,-2.94,-2.03,0.85,0.002761242621,1.09237864420339,0.021483370084549,0.147,0.1482,-0.0145,-0.0054,0.0143,0.00764192139738
198110,0.039715,0.031727,-2.87,-2.08,0.85,0.002078269502,1.0890856841241,0.01489710831601,0.1354,0.1384,0.0829,-0.0308,0.0171,0.009750812567714
198111,0.031727,-0.037759,-2.92,-2.11,0.84,0.001504010913,1.04445544331706,0.015672826091687,0.1086,0.122,0.141,-0.0143,0.0217,0.002145922746781
198112,-0.037759,-0.024067,-2.95,-2.08,0.84,0.000905837892,1.06114285714286,0.011909646410673,0.1085,0.1334,-0.0713,0.0133,0.0232,0.00321199143469
198201,-0.024067,-0.058441,-2.91,-2.07,0.82,0.002521890641,1.06589369762369,0.01070048667878,0.1228,0.1415,0.0046,-0.0175,0.0192,0.003201707577374
198202,-0.058441,-0.016005,-2.89,-2.02,0.81,0.001918264863,1.12628731546962,0.010506098291147,0.1348,0.1402,0.0182,0.013,0.0191,0.003191489361702
198203,-0.016005,0.03175,-2.82,-2.02,0.79,0.001795198381,1.18575057427957,0.005548432739553,0.1268,0.1387,0.0231,0.0075,0.0224,0.003181336161188
198204,0.03175,-0.040805,-2.81,-2.08,0.77,0.001246806589,1.14998349757179,0.002923685761682,0.127,0.1348,0.0373,-0.0035,0.0232,-0.001057082452431
198205,-0.040805,-0.026379,-2.84,-2.05,0.75,0.000854806512,1.19042389633209,-0.000958184372799,0.1209,0.1358,0.0034,0.0211,0.0238,0.004232804232804
198206,-0.026379,-0.029799,-2.8,-2.05,0.73,0.001490294112,1.20158141711724,0.001213030422107,0.1247,0.1412,-0.0223,-0.0245,0.0211,0.009483667017913
198207,-0.029799,0.116902,-2.78,-2.04,0.72,0.000958580645,1.20652980460054,-0.011551891499121,0.1135,0.1352,0.0501,0.0039,0.0219,0.012526096033403
198208,0.116902,0.002896,-2.75,-2.16,0.7,0.006415949309,1.0824244710477,-0.002857630432782,0.0868,0.1254,0.0781,0.0056,0.0261,0.005154639175258
198209,0.002896,0.108763,-2.86,-2.18,0.68,0.002131259763,1.08853556485356,0.0005507086729,0.0792,0.1183,0.0618,0.0005,0.0269,0.002051282051282
198210,0.108763,0.039854,-2.87,-2.31,0.66,0.006125978821,0.983745412011455,0.006557832116859,0.0771,0.1112,0.0634,0.0125,0.0261,0.002047082906858
198211,0.039854,0.010535,-2.97,-2.37,0.63,0.005491651352,0.938726810869063,0.000958155150027,0.0807,0.1125,-0.0002,0.0203,0.0262,0.003064351378958
198212,0.010535,0.028593,-3,-2.41,0.61,0.002490242153,0.932214726622967,0.002990053492885,0.0794,0.1095,0.0312,-0.0204,0.0231,-0.0020366598778
198301,0.028593,0.018833,-3.02,-2.45,0.6,0.003280872472,0.906944315329553,0.002194760108952,0.0786,0.1113,-0.0309,0.0215,0.0215,-0.004081632653061
198302,0.018833,0.02927,-3.05,-2.47,0.59,0.001911615843,0.8768492387338,0.000355881298052,0.0811,0.106,0.0492,-0.0064,0.0194,0.002049180327869
198303,0.02927,0.069419,-3.06,-2.51,0.59,0.00157182419,0.780067785810996,0.005993542397315,0.0835,0.1083,-0.0094,0.0166,0.0188,0.001022494887526
198304,0.069419,-0.012787,-3.1,-2.58,0.59,0.001423777741,0.718887620290328,0.006626844296627,0.0821,0.1051,0.035,0.0198,0.0178,0
198305,-0.012787,0.03007,-3.17,-2.56,0.59,0.001084624141,0.734595576592943,0.0104289125535,0.0819,0.1112,-0.0386,0.0062,0.0163,0.007150153217569
198306,0.03007,-0.037938,-3.15,-2.59,0.6,0.001399148087,0.721382041965367,0.015826551008634,0.0879,0.1119,0.0039,-0.0085,0.0163,0.006085192697769
198307,-0.037938,0.008464,-3.18,-2.54,0.61,0.002292858037,0.735061123063325,0.025380208639854,0.0908,0.1198,-0.0486,0.0031,0.0124,0.003024193548387
198308,0.008464,0.006505,-3.15,-2.53,0.63,0.001369031129,0.724822391790554,0.019474630710518,0.0934,0.121,0.002,0.0031,0.0113,0.004020100502513
198309,0.006505,-0.020708,-3.16,-2.52,0.64,0.001057274073,0.714847582979897,0.023178392906854,0.09,0.1157,0.0505,-0.0113,0.0118,0.003003003003003
198310,-0.020708,0.016246,-3.16,-2.49,0.66,0.001115353835,0.719474371531179,0.024744376049793,0.0864,0.1188,-0.0132,0.0107,0.0121,0.00499001996008
198311,0.016246,-0.012749,-3.14,-2.49,0.67,0.000836286269,0.690819893105124,0.026636827120478,0.0876,0.1176,0.0183,-0.0041,0.012,0.002979145978153
198312,-0.012749,-0.011198,-3.16,-2.46,0.68,0.000528106801,0.700359117777919,0.027056896971736,0.09,0.1197,-0.0059,0.0026,0.0118,0.001980198019802
198401,-0.011198,-0.041634,-3.14,-2.43,0.71,0.0007946188,0.722197643743139,0.030736005334603,0.089,0.118,0.0244,0.0026,0.0145,0.00098814229249
198402,-0.041634,0.010195,-3.13,-2.36,0.73,0.002019467171,0.76344803097096,0.026701748266204,0.0909,0.1217,-0.0178,0.0006,0.0151,0.005923000987167
198403,0.010195,-0.000519,-3.09,-2.34,0.75,0.00135458688,0.762475426864339,0.024104936336098,0.0952,0.1253,-0.0156,-0.0079,0.0142,0.004906771344455
198404,-0.000519,-0.061231,-3.09,-2.33,0.77,0.001035540003,0.758658979286782,0.022681954522754,0.0969,0.1284,-0.0105,0.0032,0.015,0.001953125
198405,-0.061231,0.015137,-3.09,-2.25,0.78,0.000933048582,0.803910033036159,0.021514128388409,0.0983,0.1381,-0.0516,0.0033,0.0146,0.004873294346978
198406,0.015137,-0.021265,-3.03,-2.25,0.8,0.001675743782,0.784351819145178,0.001304065107004,0.0987,0.1374,0.015,0.0049,0.015,0.002909796314258
198407,-0.021265,0.104238,-3.04,-2.22,0.8,0.00086566463,0.796391937450685,-0.001862141901033,0.1012,0.1293,0.0693,-0.0107,0.0171,0.002901353965184
198408,0.104238,-0.008364,-3.02,-2.32,0.8,0.003126832816,0.72542838007808,-0.003100833491203,0.1047,0.127,0.0266,0.0041,0.0176,0.003857280617165
198409,-0.008364,-0.005269,-3.12,-2.31,0.81,0.00094320846,0.736050915298622,-0.009492546866404,0.1037,0.1235,0.0342,-0.0028,0.0169,0.003842459173871
198410,-0.005269,-0.019841,-3.11,-2.3,0.8,0.001291860757,0.735642465503818,-0.0135284803953,0.0974,0.1173,0.0561,0.0011,0.0131,0.004784688995215
198411,-0.019841,0.018256,-3.1,-2.29,0.8,0.001020283262,0.747051995895504,-0.02187720650399,0.0861,0.1169,0.0118,0.0094,0.0119,0.002857142857143
198412,0.018256,0.070468,-3.08,-2.31,0.79,0.001190055072,0.733098376486707,-0.027196786594199,0.0806,0.117,0.0091,0.0037,0.0127,0
198501,0.070468,0.007666,-3.09,-2.38,0.78,0.001635853682,0.690255445806166,-0.029905005179055,0.0776,0.1127,0.0364,-0.0039,0.0118,0
198502,0.007666,-0.006436,-3.16,-2.4,0.77,0.000745302916,0.691739160909962,-0.024518917454504,0.0827,0.1209,-0.0493,0.012,0.011,0.001899335232669
198503,-0.006436,-0.009904,-3.16,-2.4,0.76,0.000802260543,0.723645779061873,-0.024815769328601,0.0852,0.1181,0.0307,-0.0128,0.0113,0.004739336492891
198504,-0.009904,0.05554,-3.16,-2.41,0.74,0.000459898226,0.728661590067247,-0.02241179300832,0.0795,0.1162,0.0242,0.0054,0.0128,0.00377358490566
198505,0.05554,0.009465,-3.15,-2.48,0.72,0.000833860699,0.696892983936567,-0.02548093055101,0.0748,0.1062,0.0896,-0.0076,0.0143,0.004699248120301
198506,0.009465,-0.008821,-3.2,-2.51,0.7,0.000741522719,0.686430143920447,-0.026607513896564,0.0695,0.1055,0.0142,-0.0059,0.0146,0.003741814780168
198507,-0.008821,-0.012673,-3.21,-2.51,0.69,0.000718633286,0.680322089873465,-0.024638662966041,0.0708,0.1091,-0.018,0.0059,0.0146,0.002795899347623
198508,-0.012673,-0.038748,-3.2,-2.51,0.68,0.000629704586,0.68717625804904,-0.024227473173316,0.0714,0.1068,0.0259,9.99999999999994E-05,0.0145,0.00185873605948
198509,-0.038748,0.039079,-3.18,-2.48,0.66,0.000865848317,0.689958829772021,-0.031294354176146,0.071,0.1082,-0.0021,0.0092,0.0141,0.001855287569573
198510,0.039079,0.065387,-3.14,-2.54,0.65,0.000911757935,0.667025634682132,-0.02706934218645,0.0716,0.1051,0.0338,-0.0009,0.0134,0.002777777777778
198511,0.065387,0.042056,-3.18,-2.61,0.63,0.000943071908,0.622703158009143,-0.027715873026725,0.0724,0.1011,0.0401,-0.0031,0.0144,0.003693444136657
198512,0.042056,-0.001794,-3.24,-2.67,0.61,0.001230100953,0.59269268816231,-0.019465081542444,0.071,0.0956,0.0541,-0.0072,0.0142,0.002759889604416
198601,-0.001794,0.070925,-3.28,-2.68,0.61,0.001920143736,0.583517399856142,-0.019171777375256,0.0707,0.0958,-0.0025,0.007,0.0139,0.002752293577982
198602,0.070925,0.050532,-3.28,-2.75,0.6,0.001089309137,0.536376721706669,-0.017914256914898,0.0706,0.0841,0.1145,-0.0393,0.0144,0.002744739249771
198603,0.050532,-0.019348,-3.34,-2.8,0.59,0.001373752759,0.519627627693678,-0.016419622098147,0.0656,0.0766,0.077,-0.0514,0.015,-0.002737226277372
198604,-0.019348,0.050126,-3.39,-2.78,0.59,0.002458975289,0.529714458682272,-0.024584783278204,0.0606,0.0782,-0.008,0.0096,0.014,-0.004574565416285
198605,0.050126,0.010844,-3.37,-2.83,0.6,0.001369939443,0.503540770817015,-0.021871955267723,0.0615,0.0848,-0.0505,0.0341,0.012,-0.001838235294118
198606,0.010844,-0.062741,-3.42,-2.84,0.6,0.001596567916,0.499281457373515,-0.012293237337018,0.0621,0.079,0.0613,-0.0395,0.0121,0.002762430939227
198607,-0.062741,0.069217,-3.43,-2.77,0.59,0.002415861728,0.532301400882099,-0.011286033278165,0.0583,0.0809,-0.0108,0.0139,0.0128,0.005509641873278
198608,0.069217,-0.087843,-3.36,-2.84,0.59,0.001260621372,0.497803343974209,-0.009676952305023,0.0553,0.0763,0.0499,-0.0224,0.0146,0
198609,-0.087843,0.052038,-3.43,-2.75,0.59,0.004207378424,0.534629267133595,-0.00513866041506,0.0521,0.0827,-0.05,0.0386,0.0131,0.001826484018265
198610,0.052038,0.020276,-3.33,-2.81,0.58,0.00099061284,0.503245802290967,-0.008024503910147,0.0518,0.0803,0.0289,-0.01,0.0138,0.004557885141294
198611,0.020276,-0.031413,-3.39,-2.84,0.57,0.001730877451,0.493671084456936,-0.002124438277074,0.0535,0.0779,0.0267,-0.0034,0.0139,0.000907441016334
198612,-0.031413,0.130283,-3.4,-2.82,0.56,0.001262323723,0.498430865792874,-0.011375999294815,0.0553,0.0789,-0.0018,0.0135,0.0148,0.00090661831369
198701,0.130283,0.037578,-3.37,-2.93,0.57,0.002478285319,0.437897351300254,-0.00584065873695,0.0543,0.0778,0.0161,0.0055,0.0136,0.000905797101449
198702,0.037578,0.022036,-3.49,-2.95,0.58,0.001412264196,0.424911982517907,-0.004505936073582,0.0559,0.0763,0.0202,-0.0144,0.0127,0.006334841628959
198703,0.022036,-0.013745,-3.53,-2.96,0.59,0.001971102041,0.428040213651294,-0.002217430193018,0.0559,0.0795,-0.0223,0.0136,0.0125,0.003597122302158
198704,-0.013745,0.004728,-3.55,-2.96,0.57,0.004193837504,0.431471859199776,0.004493004525992,0.0564,0.0859,-0.0473,-0.0029,0.0119,0.004480286738351
198705,0.004728,0.04634,-3.53,-2.99,0.55,0.002489211032,0.430490886161016,0.006940958225572,0.0566,0.088,-0.0105,0.0053,0.0118,0.005352363960749
198706,0.04634,0.045043,-3.53,-3.05,0.53,0.001070386529,0.407892397448037,0.00520246155056,0.0567,0.0877,0.0098,0.0057,0.012,0.003549245785271
198707,0.045043,0.034508,-3.57,-3.06,0.55,0.000818161763,0.383543216164412,0.001882196856091,0.0569,0.0907,-0.0178,0.0059,0.0119,0.003536693191866
198708,0.034508,-0.02664,-3.61,-3.07,0.58,0.001776141993,0.370453820011641,0.001997436122012,0.0604,0.0936,-0.0165,0.009,0.0113,0.002643171806167
198709,-0.02664,-0.220295,-3.64,-3.01,0.61,0.00253482711,0.379966721617083,0.00635033191808,0.064,0.0992,-0.0369,-0.0053,0.0113,0.005272407732865
198710,-0.220295,-0.087874,-3.61,-2.73,0.63,0.07094510377,0.494850842475408,0.010477740051333,0.0613,0.0926,0.0623,-0.0116,0.011,0.005244755244755
198711,-0.087874,0.070422,-3.36,-2.61,0.66,0.006785509495,0.538027324043522,0.009898439916078,0.0569,0.0931,0.0037,0.0088,0.0122,0.002608695652174
198712,0.070422,0.038812,-3.26,-2.65,0.69,0.006852201976,0.50881201549388,0.013274756032356,0.0577,0.092,0.0165,0.0047,0.0118,0.000867302688638
198801,0.038812,0.044545,-3.33,-2.67,0.7,0.009157584519,0.503773835421965,0.008422744542726,0.0581,0.0852,0.0666,-0.0149,0.0119,0
198802,0.044545,-0.035447,-3.36,-2.69,0.72,0.001967351762,0.476197372104923,0.008792263558016,0.0566,0.0854,0.0052,0.0086,0.0122,0.002599653379549
198803,-0.035447,0.006116,-3.4,-2.63,0.73,0.001659187875,0.507529953824331,0.006080030152514,0.057,0.0901,-0.0307,0.0119,0.0118,0.002592912705272
198804,0.006116,0.003412,-3.35,-2.59,0.77,0.003459578852,0.496474489871232,0.005063671944548,0.0591,0.0929,-0.016,0.0011,0.0123,0.004310344827586
198805,0.003412,0.042576,-3.35,-2.54,0.82,0.002555747511,0.496770254834771,0.001347305445028,0.0626,0.0952,-0.0102,0.0045,0.0114,0.005150214592275
198806,0.042576,-0.009358,-3.35,-2.54,0.85,0.00236133189,0.471118872302973,-0.005397921392573,0.0646,0.0917,0.0368,0.0011,0.0114,0.003415883859949
198807,-0.009358,-0.037588,-3.38,-2.51,0.86,0.001910623105,0.473991534858812,-0.002823128432066,0.0673,0.0947,-0.017,0.0059,0.0115,0.004255319148936
198808,-0.037588,0.036839,-3.37,-2.46,0.87,0.001390325638,0.496640661531268,-0.006239752165196,0.0706,0.095,0.0058,-0.0004,0.011,0.004237288135593
198809,0.036839,0.020691,-3.32,-2.48,0.88,0.00119275107,0.477540453687095,-0.010001513671247,0.0724,0.0917,0.0345,-0.0019,0.0108,0.0042194092827
198810,0.020691,-0.020455,-3.35,-2.49,0.88,0.001631510286,0.469597188932586,-0.010462472462861,0.0735,0.0889,0.0308,-0.0035,0.009,0.00672268907563
198811,-0.020455,0.012853,-3.36,-2.46,0.89,0.001348001013,0.477179110053866,-0.007764955553929,0.0776,0.0923,-0.0196,0.0027,0.0103,0.003338898163606
198812,0.012853,0.066003,-3.33,-2.46,0.89,0.000628121041,0.465283573968099,-0.021405747452522,0.0807,0.0918,0.011,-0.0071,0.0108,0.000831946755408
198901,0.066003,-0.030531,-3.34,-2.51,0.9,0.000964584305,0.43076949349363,-0.022360510587588,0.0827,0.0903,0.0203,-9.99999999999994E-05,0.0103,0.00166251039069
198902,-0.030531,0.016938,-3.4,-2.46,0.91,0.001176070367,0.446778457219524,-0.024823372030972,0.0853,0.0935,-0.0179,0.005,0.0097,0.004979253112033
198903,0.016938,0.045007,-3.36,-2.47,0.91,0.001286451399,0.468691413573303,-0.023102133851338,0.0882,0.0929,0.0122,-0.0058,0.0087,0.004128819157721
198904,0.045007,0.034322,-3.37,-2.51,0.91,0.000955610355,0.444435257152307,-0.022801966585479,0.0865,0.0918,0.0159,0.0054,0.0082,0.005756578947368
198905,0.034322,-0.013511,-3.41,-2.55,0.9,0.001073056654,0.43344152571417,-0.027714056643913,0.0843,0.0878,0.0401,-0.0022,0.0089,0.006541291905151
198906,-0.013511,0.082953,-3.43,-2.53,0.89,0.001429536463,0.44056293697696,-0.023948070518178,0.0815,0.0821,0.055,-0.0155,0.0093,0.005686433793664
198907,0.082953,0.012853,-3.41,-2.64,0.86,0.001018822905,0.404035089038058,-0.028536215040142,0.0788,0.0801,0.0238,-0.006,0.0094,0.002423263327948
198908,0.012853,-0.011404,-3.48,-2.68,0.82,0.001380458433,0.392727060173092,-0.024822149171637,0.079,0.0841,-0.0259,0.0096,0.0092,0.002417405318292
198909,-0.011404,-0.030139,-3.49,-2.69,0.79,0.000550205081,0.399209750373215,-0.025747098594966,0.0775,0.0847,0.0019,0.0021,0.009,0.001607717041801
198910,-0.030139,0.013679,-3.47,-2.68,0.77,0.005635950423,0.406414928849033,-0.024350638373147,0.0764,0.081,0.0379,-0.0103,0.0089,0.003210272873194
198911,0.013679,0.015757,-3.44,-2.7,0.75,0.000844816369,0.397225701796199,-0.027032772460239,0.0769,0.0808,0.0078,-0.0008,0.0092,0.0048
198912,0.015757,-0.073761,-3.44,-2.74,0.73,0.000923442697,0.390454743571117,-0.012333536522407,0.0763,0.0816,-0.0006,0.0012,0.0096,0.002388535031847
199001,-0.073761,0.007681,-3.46,-2.68,0.7,0.002892101061,0.414971395925174,-0.013896789618886,0.0764,0.0865,-0.0343,0.0152,0.0095,0.001588562351072
199002,0.007681,0.020888,-3.38,-2.71,0.68,0.001008572323,0.40917308973261,-0.011729202811748,0.0774,0.0876,-0.0025,0.0013,0.0092,0.010309278350516
199003,0.020888,-0.030904,-3.38,-2.75,0.65,0.001032253721,0.471333956360977,-0.010291440203687,0.079,0.0889,-0.0044,0.0033,0.0084,0.004709576138147
199004,-0.030904,0.090519,-3.39,-2.73,0.63,0.000966788808,0.480284256011081,-0.010149279675611,0.0777,0.0924,-0.0202,0.0011,0.0084,0.00546875
199005,0.090519,-0.013554,-3.36,-2.83,0.62,0.001361473774,0.443569973510947,-0.0022618111259,0.0774,0.0883,0.0415,-0.003,0.0094,0.001554001554002
199006,-0.013554,-0.010754,-3.43,-2.82,0.6,0.001350807348,0.442949432254078,-0.000507274535522,0.0773,0.0864,0.023,-0.0014,0.0096,0.002327385570209
199007,-0.010754,-0.097601,-3.42,-2.81,0.6,0.001298437032,0.439212446647391,0.004885058321664,0.0762,0.086,0.0107,-0.0005,0.0096,0.005417956656347
199008,-0.097601,-0.055559,-3.41,-2.7,0.61,0.005827787285,0.488073562937009,0.001439210342725,0.0745,0.092,-0.0419,0.0127,0.01,0.003849114703618
199009,-0.055559,-0.009597,-3.31,-2.64,0.61,0.001984820978,0.520289665970772,0.001372876862834,0.0736,0.0914,0.0117,-0.0026,0.0108,0.00920245398773
199010,-0.009597,0.057761,-3.25,-2.64,0.59,0.004492789359,0.522451920911589,-0.000470684172489,0.0717,0.0898,0.0215,-0.0083,0.0121,0.008358662613982
199011,0.057761,0.022287,-3.23,-2.71,0.58,0.002439903771,0.498505655070029,0.000909886584517,0.0706,0.0858,0.0402,-0.0117,0.0132,0.0060286360211
199012,0.022287,0.039001,-3.28,-2.74,0.57,0.000794596454,0.484496859883204,-0.001845907511482,0.0674,0.0844,0.0187,-0.002,0.0138,0.002247191011236
199101,0.039001,0.066365,-3.31,-2.79,0.56,0.003193591585,0.466307799692295,0.000721559634361,0.0622,0.0837,0.013,0.002,0.0141,0
199102,0.066365,0.019554,-3.35,-2.86,0.55,0.002431298828,0.442720440777467,0.001246896019191,0.0594,0.0841,0.003,0.0091,0.0124,0.005979073243647
199103,0.019554,-0.002132,-3.41,-2.89,0.55,0.001375058016,0.457125599719959,0.003251395838902,0.0591,0.0844,0.0038,0.007,0.0116,0.00148588410104
199104,-0.002132,0.03763,-3.43,-2.91,0.52,0.00207278941,0.4612395987354,0.005730156636072,0.0565,0.0837,0.014,-0.0002,0.0108,0.001483679525222
199105,0.03763,-0.050057,-3.43,-2.97,0.5,0.001585205973,0.439966969446738,0.006982104807961,0.0546,0.0845,0,0.0039,0.01,0.001481481481481
199106,-0.050057,0.042326,-3.47,-2.95,0.47,0.001179879395,0.458243743011955,0.014247489352183,0.0557,0.086,-0.0063,0.0045,0.0095,0.002958579881657
199107,0.042326,0.018985,-3.42,-3.02,0.44,0.001105340522,0.440356781560556,0.014835552764731,0.0558,0.085,0.0157,0.001,0.0089,0.002949852507375
199108,0.018985,-0.021461,-3.46,-3.07,0.41,0.002037666692,0.437639637271652,0.017331298297312,0.0533,0.0818,0.034,-0.0065,0.009,0.001470588235294
199109,-0.021461,0.008858,-3.47,-3.08,0.37,0.000474689959,0.441531837030997,0.02328904396775,0.0522,0.079,0.0303,-0.0032,0.009,0.002936857562408
199110,0.008858,-0.044414,-3.46,-3.13,0.34,0.001125638326,0.434003453781239,0.025508895824188,0.0499,0.0791,0.0054,-0.0011,0.0094,0.004392386530015
199111,-0.044414,0.110189,-3.47,-3.12,0.3,0.002049025584,0.460154490306355,0.030689946961441,0.0456,0.0789,0.0082,0.0024,0.0097,0.001457725947522
199112,0.110189,-0.022148,-3.43,-3.26,0.27,0.002049521867,0.420344417340154,0.031812384429211,0.0407,0.073,0.0581,-0.0145,0.0095,0.002911208151383
199201,-0.022148,0.009465,-3.53,-3.24,0.27,0.000872454924,0.41322967845333,0.031941466539383,0.038,0.0776,-0.0324,0.0151,0.0093,0.000725689404935
199202,0.009465,-0.02227,-3.5,-3.24,0.27,0.00091323614,0.407630525160933,0.033556021334137,0.0384,0.0777,0.0051,0.0045,0.0094,0.001450326323423
199203,-0.02227,0.025214,-3.51,-3.22,0.27,0.000469760075,0.402106034217647,0.041900538021337,0.0404,0.0797,-0.0094,0.0021,0.009,0.00362056480811
199204,0.025214,0.00165,-3.49,-3.23,0.29,0.001661051806,0.387303471769268,0.038661810057257,0.0375,0.0803,0.0016,0,0.0088,0.005050505050505
