date,eq_prem,eq_prem_lead,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
199205,0.00165,-0.01783,-3.52,-3.21,0.31,0.000690032909,0.382998516285533,0.03717548872492,0.0363,0.0781,0.0243,0.0011,0.0085,0.001435750179469
199206,-0.01783,0.037724,-3.52,-3.18,0.32,0.00075291923,0.392042353833141,0.043076559596686,0.0366,0.0765,0.02,-0.0044,0.0083,0.001433691756272
199207,0.037724,-0.023715,-3.5,-3.19,0.34,0.000897480478,0.383348699693586,0.041494791856364,0.0321,0.0726,0.0398,-0.009,0.0077,0.003579098067287
199208,-0.023715,0.00874,-3.53,-3.15,0.36,0.000369558777,0.399405036924244,0.043049956234124,0.0313,0.0725,0.0067,0.0023,0.007,0.002139800285307
199209,0.00874,0.002196,-3.51,-3.14,0.38,0.000872211768,0.397656972109605,0.041137782297627,0.0291,0.071,0.0185,-0.0086,0.007,0.002846975088968
199210,0.002196,0.031494,-3.52,-3.13,0.39,0.000944148791,0.403251177750702,0.041096098662396,0.0286,0.0741,-0.0198,0.0042,0.0085,0.002838892831796
199211,0.031494,0.01108,-3.52,-3.14,0.41,0.000508099605,0.393626458475283,0.037986651721801,0.0313,0.0748,0.001,0.0059,0.0086,0.003538570417551
199212,0.01108,0.004482,-3.55,-3.13,0.43,0.000471539998,0.394109614198953,0.038828687810125,0.0322,0.0726,0.0246,-0.0018,0.0083,0.001410437235543
199301,0.004482,0.011226,-3.56,-3.12,0.44,0.000348845692,0.393048104460834,0.041753842309569,0.03,0.0725,0.028,-0.003,0.0076,-0.000704225352113
199302,0.011226,0.019002,-3.56,-3.12,0.45,0.001146872153,0.385960196890833,0.040728170194097,0.0293,0.0698,0.0354,-0.0098,0.0068,0.004933051444679
199303,0.019002,-0.027019,-3.57,-3.13,0.46,0.001004723333,0.333613526387326,0.03710641449014,0.0295,0.0702,0.0021,0.0004,0.0057,0.003506311360449
199304,-0.027019,0.023859,-3.59,-3.11,0.45,0.001004797726,0.334349805952563,0.039812685468469,0.0287,0.0701,0.0072,-0.002,0.0068,0.003494060097834
199305,0.023859,0.001266,-3.56,-3.14,0.44,0.000817303782,0.324882421479661,0.040254628780706,0.0296,0.0701,0.0047,-0.0027,0.0078,0.002785515320334
199306,0.001266,-0.007093,-3.58,-3.15,0.43,0.000573816684,0.325931247560944,0.041154021410631,0.0307,0.0668,0.0449,-0.0156,0.0074,0.001388888888889
199307,-0.007093,0.035031,-3.58,-3.12,0.45,0.000608961767,0.323777030818894,0.0410077869063,0.0304,0.0656,0.0191,-0.0091,0.0076,0.001386962552011
199308,0.035031,-0.010082,-3.58,-3.14,0.47,0.000281577471,0.313864983338392,0.040192936881529,0.0302,0.0623,0.0434,-0.0147,0.0075,0
199309,-0.010082,0.017284,-3.61,-3.11,0.49,0.000470664578,0.322351821462384,0.04184071090225,0.0295,0.0627,0.0005,0.0038,0.0068,0.002770083102493
199310,0.017284,-0.010855,-3.6,-3.11,0.51,0.000314204803,0.311362832921683,0.040367136406659,0.0302,0.0623,0.0096,-0.0045,0.0064,0.00207182320442
199311,-0.010855,0.010146,-3.62,-3.07,0.53,0.00057632802,0.311079410810167,0.043837560282668,0.031,0.0651,-0.0259,0.0071,0.0073,0.004135079255686
199312,0.010146,0.031129,-3.6,-3.06,0.55,0.000269686267,0.305267222909008,0.045726869906692,0.0306,0.0654,0.002,0.0047,0.0076,0.000686341798216
199401,0.031129,-0.029661,-3.61,-3.08,0.56,0.000423485804,0.28805856716298,0.043671135238411,0.0298,0.0637,0.0257,-0.0055,0.0073,0
199402,-0.029661,-0.045556,-3.64,-3.04,0.57,0.001026088271,0.299058820868,0.045041131612568,0.0325,0.0682,-0.045,0.0164,0.0068,0.002743484224966
199403,-0.045556,0.010117,-3.6,-2.98,0.58,0.000892130885,0.307483805069326,0.041905087773417,0.035,0.0725,-0.0395,0.0012,0.0065,0.003419972640219
199404,0.010117,0.013609,-3.55,-2.95,0.61,0.00137367672,0.303664786213424,0.039845659339765,0.0368,0.0745,-0.015,0.0053,0.0064,0.003408316291752
199405,0.013609,-0.027862,-3.56,-2.93,0.64,0.000750498236,0.297469475701897,0.039641067073013,0.0414,0.0759,-0.0082,0.002,0.0063,0.001358695652174
199406,-0.027862,0.029614,-3.57,-2.87,0.67,0.000797103586,0.308417076703078,0.033995563953155,0.0414,0.0774,-0.01,0.0019,0.0068,0.00067842605156
199407,0.029614,0.038541,-3.54,-2.87,0.7,0.000327270112,0.296985380772968,0.031211217432343,0.0433,0.0746,0.0363,-0.0054,0.0069,0.003389830508475
199408,0.038541,-0.02764,-3.57,-2.88,0.72,0.000560378693,0.285683819320023,0.028706518168643,0.0448,0.0761,-0.0086,0.0055,0.0067,0.002702702702703
199409,-0.02764,0.018919,-3.61,-2.83,0.75,0.000801875469,0.290904658598853,0.02900329484448,0.0462,0.08,-0.0331,0.0066,0.0064,0.004043126684636
199410,0.018919,-0.040048,-3.57,-2.81,0.78,0.001158421469,0.286071273713145,0.026000495318,0.0495,0.0809,-0.0025,-0.0025,0.0063,0.002684563758389
199411,-0.040048,0.011255,-3.59,-2.73,0.81,0.000836382829,0.298992614267059,0.022917147016114,0.0529,0.0808,0.0066,-0.0048,0.0064,0.000669344042838
199412,0.011255,0.0216,-3.54,-2.71,0.84,0.000704926681,0.29156830000676,0.016594292602983,0.056,0.0799,0.0161,-0.0004,0.0064,0.00133779264214
199501,0.0216,0.035028,-3.55,-2.71,0.86,0.000289388878,0.290853734381402,0.015093369874641,0.0571,0.078,0.0273,-0.0017,0.0062,0
199502,0.035028,0.025334,-3.58,-2.73,0.88,0.000472432153,0.27873003559222,0.01453209508289,0.0577,0.0758,0.0287,0.0002,0.0059,0.004008016032064
199503,0.025334,0.024795,-3.61,-2.73,0.9,0.000484318742,0.313876541877654,0.014388598260502,0.0573,0.0755,0.0091,0.0004,0.0058,0.003992015968064
199504,0.024795,0.035409,-3.63,-2.74,0.92,0.000256927642,0.301994700824701,0.013012406907632,0.0565,0.0745,0.0169,0.0006,0.0057,0.003313452617628
199505,0.035409,0.018755,-3.66,-2.76,0.93,0.001011447259,0.292264254245637,0.01074377800401,0.0567,0.0677,0.079,-0.0159,0.0055,0.00330250990753
199506,0.018755,0.028705,-3.69,-2.76,0.95,0.000696798653,0.286429617895339,0.008274919056736,0.0547,0.067,0.0139,-0.006,0.006,0.001974983541804
199507,0.028705,-0.001005,-3.7,-2.79,0.95,0.000773224649,0.27716036719066,0.007061119784046,0.0542,0.0691,-0.0168,0.0067,0.0063,0.001971090670171
199508,-0.001005,0.037402,-3.73,-2.78,0.95,0.000206740527,0.283046134702171,0.009121468266569,0.054,0.0674,0.0236,-0.0022,0.0062,0
199509,0.037402,-0.007742,-3.72,-2.81,0.95,0.000381459451,0.27249499759269,0.006379353038101,0.0528,0.0663,0.0175,-0.0022,0.0061,0.002622950819672
199510,-0.007742,0.039479,-3.76,-2.82,0.94,0.000487822331,0.274420245259261,0.012221252348348,0.0528,0.0641,0.0294,-0.0109,0.0063,0.001962066710268
199511,0.039479,0.013443,-3.75,-2.87,0.92,0.000546172377,0.257168851517,0.016870953533582,0.0536,0.0623,0.0249,-0.0007,0.0066,0.003263707571802
199512,0.013443,0.029961,-3.78,-2.9,0.9,0.000820543127,0.255026382939535,0.015526517327307,0.0514,0.0603,0.0272,-0.0044,0.0067,-0.000650618087183
199601,0.029961,0.005788,-3.79,-2.93,0.89,0.001383944073,0.241877172100794,0.016127862930085,0.05,0.0609,-0.0011,0.0025,0.0066,-0.000651041666667
199602,0.005788,0.005685,-3.82,-2.94,0.89,0.001267622315,0.237894737103458,0.016801368614803,0.0483,0.0659,-0.0483,0.011,0.0064,0.00586319218241
199603,0.005685,0.011233,-3.82,-2.94,0.88,0.001741708038,0.239299615408504,0.016891913075698,0.0496,0.0684,-0.021,0.008,0.0068,0.003238341968912
199604,0.011233,0.020657,-3.82,-2.95,0.89,0.000981833496,0.240075806207283,0.021121953762775,0.0495,0.0706,-0.0165,0.0005,0.0069,0.005164622336991
199605,0.020657,-7.2E-05,-3.83,-2.96,0.89,0.001125309638,0.236923515495889,0.026419154514043,0.0502,0.0717,-0.0054,0.0059,0.0068,0.003853564547206
199606,-7.2E-05,-0.048441,-3.85,-2.96,0.89,0.000394793174,0.236443725243978,0.027216173691465,0.0509,0.0703,0.0203,-0.0031,0.0069,0.001919385796545
199607,-0.048441,0.017428,-3.84,-2.9,0.9,0.00235515247,0.241819893792536,0.031136864249514,0.0515,0.0707,0.0018,-0.0008,0.007,0.000638569604087
199608,0.017428,0.051935,-3.78,-2.91,0.9,0.001121505096,0.238061117867028,0.030886105563988,0.0505,0.0726,-0.0139,0.0069,0.0072,0.001914486279515
199609,0.051935,0.022398,-3.79,-2.95,0.9,0.000686235437,0.227297318100821,0.029580736762263,0.0509,0.0704,0.029,-0.0031,0.0069,0.001910828025478
199610,0.022398,0.072255,-3.84,-2.95,0.92,0.000606627549,0.221747655849388,0.025655808817896,0.0499,0.0671,0.0404,-0.0043,0.0068,0.003178639542276
199611,0.072255,-0.023915,-3.86,-3,0.94,0.000703721665,0.205007919095579,0.022067341270657,0.0503,0.0643,0.0351,-0.0088,0.0069,0.003168567807351
199612,-0.023915,0.058179,-3.93,-2.95,0.96,0.001709075039,0.2073427296955,0.024125686721968,0.0491,0.0673,-0.0256,0.007,0.0069,0.001895135818067
199701,0.058179,0.003252,-3.9,-3,0.96,0.001360087218,0.196240102860484,0.024406932745013,0.0503,0.0689,-0.0079,0.0051,0.0067,0
199702,0.003252,-0.045553,-3.96,-2.99,0.97,0.001474759957,0.194395410774791,0.02291092664914,0.0501,0.0694,0.0005,0.0023,0.0063,0.003152585119798
199703,-0.045553,0.055974,-3.96,-2.93,0.98,0.002001483942,0.214780202270185,0.021148543380221,0.0514,0.0723,-0.0252,0.0031,0.0063,0.003142677561282
199704,0.055974,0.057101,-3.92,-2.99,0.98,0.003005057421,0.20174104781366,0.01694529009186,0.0516,0.0705,0.0255,-0.0071,0.0061,0.00250626566416
199705,0.057101,0.039203,-3.97,-3.04,0.98,0.002007420065,0.192878587876254,0.013264450196903,0.0505,0.0701,0.0097,0.0031,0.0062,0.00125
199706,0.039203,0.076688,-4.02,-3.08,0.98,0.00197444254,0.184287615030373,0.010846706969081,0.0493,0.0688,0.0195,-0.0008,0.0061,-0.000624219725343
199707,0.076688,-0.05927,-4.06,-3.16,0.98,0.002010166339,0.171964942963064,0.011592658712365,0.0505,0.0637,0.0626,-0.0098,0.0061,0.001249219237976
199708,-0.05927,0.049786,-4.13,-3.1,0.98,0.002464727931,0.18550540381833,0.012877263024129,0.0514,0.0672,-0.0317,0.0077,0.006,0.001247660636307
199709,0.049786,-0.037005,-4.07,-3.15,0.97,0.002626512305,0.177967857048126,0.01463426608639,0.0495,0.0649,0.0316,-0.009,0.0055,0.001869158878505
199710,-0.037005,0.042121,-4.12,-3.12,0.96,0.009363707743,0.190000677328228,0.016262825626872,0.0497,0.0623,0.0341,-0.015,0.0057,0.002487562189055
199711,0.042121,0.013247,-4.08,-3.17,0.95,0.002662119848,0.180746298767923,0.015667208087608,0.0514,0.0614,0.0148,-0.0047,0.0055,0.002481389578164
199712,0.013247,0.007194,-4.12,-3.2,0.94,0.002249391122,0.178800884204059,0.015559471291223,0.0516,0.0602,0.0184,-0.0021,0.0056,-0.000618811881188
199801,0.007194,0.067656,-4.13,-3.21,0.94,0.002468889924,0.178840273446717,0.013739636269942,0.0504,0.0589,0.02,-0.0063,0.0058,-0.001238390092879
199802,0.067656,0.047436,-4.14,-3.28,0.93,0.001053364128,0.165463097108665,0.012056377440658,0.0509,0.0599,-0.0072,0.0065,0.0058,0.001859888406696
199803,0.047436,0.007375,-4.21,-3.33,0.93,0.001136787763,0.181140395965667,0.016488861417209,0.0503,0.0602,0.0025,0.0013,0.006,0.001856435643564
199804,0.007375,-0.021974,-4.25,-3.34,0.92,0.001614757723,0.17587292223931,0.016405365846306,0.0495,0.0604,0.0026,0.0027,0.0064,0.001852995676343
199805,-0.021974,0.03697,-4.25,-3.33,0.9,0.000958824197,0.179102205714933,0.019075206126934,0.05,0.0592,0.0182,-0.0015,0.0061,0.001849568434032
199806,0.03697,-0.014209,-4.23,-3.37,0.89,0.002097330436,0.17806060597751,0.024010576671011,0.0498,0.0576,0.0228,-0.0113,0.006,0.001846153846154
199807,-0.014209,-0.147124,-4.26,-3.37,0.88,0.002228142799,0.179438108888199,0.025353565218021,0.0496,0.0584,-0.004,-0.0016,0.006,0.001228501228501
199808,-0.147124,0.058876,-4.24,-3.22,0.87,0.00933401663,0.211432091595914,0.028519029182667,0.049,0.0547,0.0465,-0.0376,0.0062,0.001226993865031
199809,0.058876,0.075511,-4.08,-3.28,0.86,0.009970951274,0.203248404232259,0.024082909082287,0.0461,0.0517,0.0395,0.0018,0.0069,0.001225490196078
199810,0.075511,0.058964,-4.14,-3.37,0.85,0.005171595246,0.185519076848694,0.02074008915581,0.0396,0.054,-0.0218,0.0028,0.0081,0.001223990208078
199811,0.058964,0.056573,-4.22,-3.43,0.85,0.00193673468,0.174846844475158,0.022003577262633,0.0441,0.0535,0.0097,0.0173,0.0093,0.002444987775061
199812,0.056573,0.039,-4.27,-3.48,0.85,0.003286906692,0.173611315365501,0.020057029431421,0.0439,0.0542,-0.0032,0.0042,0.0101,0
199901,0.039,-0.035435,-4.32,-3.52,0.85,0.003335622608,0.17032061914448,0.015587699256821,0.0434,0.0536,0.0121,0.0002,0.0105,-0.000609756097561
199902,-0.035435,0.035479,-4.36,-3.48,0.85,0.003482129754,0.171276809595956,0.018446667544496,0.0444,0.0587,-0.052,0.0119,0.0099,0.002440512507627
199903,0.035479,0.033259,-4.32,-3.51,0.85,0.003213553368,0.172897170734987,0.020668122385174,0.0444,0.0592,-0.0008,0.001,0.0091,0.001217285453439
199904,0.033259,-0.026859,-4.36,-3.53,0.87,0.002726646908,0.156825876412568,0.025181266278586,0.0429,0.0594,0.0021,-0.0045,0.0084,0.003039513677812
199905,-0.026859,0.051031,-4.4,-3.48,0.89,0.003085638446,0.160231135420468,0.025897434650534,0.045,0.0615,-0.0185,0.0009,0.0079,0.007272727272727
199906,0.051031,-0.03422,-4.37,-3.51,0.91,0.002409247427,0.154227446767241,0.018868580646982,0.0457,0.0627,-0.0078,-0.0082,0.0079,0
199907,-0.03422,-0.008789,-4.42,-3.45,0.93,0.001611182443,0.15879647268894,0.019370441469392,0.0455,0.0639,-0.0077,-0.0036,0.0076,0
199908,-0.008789,-0.031979,-4.38,-3.42,0.95,0.002729877151,0.156243026893102,0.018880738290988,0.0472,0.0649,-0.0053,0.0027,0.0075,0.003008423586041
199909,-0.031979,0.060338,-4.37,-3.37,0.97,0.00270494543,0.163684498229112,0.020379679058215,0.0468,0.0646,0.0084,0.0009,0.0081,0.002399520095981
199910,0.060338,0.016922,-4.34,-3.4,1,0.004875933946,0.157690660728922,0.020445236868699,0.0486,0.0651,-0.0012,0.0059,0.0083,0.004787552363854
199911,0.016922,0.058979,-4.4,-3.39,1.03,0.001354258057,0.1555459671191,0.018280454363245,0.0507,0.0662,-0.0061,0.0037,0.0079,0.001786777843955
199912,0.058979,-0.05403,-4.42,-3.42,1.06,0.001148771651,0.147167259434962,0.017888756470838,0.052,0.0682,-0.0155,0.0053,0.0064,0.000594530321047
200001,-0.05403,-0.021558,-4.48,-3.35,1.08,0.005206353996,0.154654160043841,0.025358780706836,0.0532,0.0666,0.0228,-0.0249,0.0055,0
200002,-0.021558,0.094188,-4.42,-3.31,1.09,0.003000421976,0.16705643264149,0.027418814027089,0.0555,0.0646,0.0264,-0.0172,0.0061,0.002970885323827
200003,0.094188,-0.036285,-4.4,-3.38,1.11,0.006678340149,0.149973561789802,0.018291390089327,0.0569,0.0618,0.0367,-0.0198,0.0069,0.005924170616114
200004,-0.036285,-0.026904,-4.49,-3.34,1.12,0.007941721182,0.152600418197925,0.011944945832684,0.0566,0.063,-0.0076,-0.0039,0.0076,0.008244994110718
200005,-0.026904,0.021219,-4.46,-3.32,1.13,0.00518549797,0.15566873114332,0.009178527500564,0.0579,0.064,-0.0054,-0.0107,0.0091,0.000584112149533
200006,0.021219,-0.016795,-4.44,-3.33,1.13,0.002359742922,0.156777961585262,0.007124212685825,0.0569,0.0622,0.0244,0.0082,0.0081,0.001167542323409
200007,-0.016795,0.057794,-4.47,-3.3,1.15,0.002065471217,0.155674151006647,0.004712233861061,0.0596,0.0611,0.0173,0.0006,0.007,0.005247813411079
200008,0.057794,-0.057088,-4.46,-3.35,1.17,0.001039275447,0.146053064043633,0.004674638214227,0.0609,0.0594,0.024,-0.0105,0.0071,0.002320185614849
200009,-0.057088,-0.00922,-4.53,-3.29,1.19,0.001599982623,0.153789462878596,0.004468925797677,0.06,0.0612,-0.0157,0.0203,0.0073,0
200010,-0.00922,-0.083868,-4.48,-3.3,1.17,0.00556807294,0.14930078887158,0.003744280389311,0.0611,0.06,0.0187,-0.0142,0.0079,0.005208333333333
200011,-0.083868,0.00062,-4.47,-3.25,1.15,0.003272437096,0.157280892925701,0.001157452206857,0.0617,0.0576,0.0319,-0.0056,0.0083,0.001727115716753
200012,0.00062,0.027375,-4.39,-3.27,1.12,0.005299358621,0.151851503649205,-0.002261747217502,0.0577,0.0558,0.0243,0.0027,0.0081,0.000574712643678
200101,0.027375,-0.096352,-4.4,-3.34,1.1,0.004941047714,0.150449666221905,-0.003192590836437,0.0515,0.0562,0.0005,0.0354,0.0078,-0.000574382538771
200102,-0.096352,-0.067506,-4.44,-3.27,1.07,0.00252844686,0.15607009127122,-0.006855720529203,0.0488,0.0549,0.0191,-0.0064,0.0077,0.00632183908046
200103,-0.067506,0.073625,-4.35,-3.24,1.05,0.007139632405,0.133113551448231,-0.005213444388795,0.0442,0.0559,-0.0074,0.0045,0.0086,0.003997715591091
200104,0.073625,0.00297,-4.29,-3.38,0.99,0.007426209725,0.122496900603682,-0.002543025511012,0.0387,0.0593,-0.0313,0.0185,0.0087,0.002275312855518
200105,0.00297,-0.027706,-4.37,-3.45,0.92,0.002536247072,0.120510187998605,-0.000248285726759,0.0362,0.0594,0.0037,0.0095,0.0078,0.003972758229285
200106,-0.027706,-0.012117,-4.38,-3.5,0.85,0.001508369233,0.125209432831343,0.005040754504167,0.0349,0.059,0.0085,-0.003,0.0079,0.004522328999435
200107,-0.012117,-0.066435,-4.36,-3.57,0.77,0.002899594508,0.124966583282288,0.007913836686257,0.0351,0.0561,0.0376,-0.0015,0.0084,0.001688238604389
200108,-0.066435,-0.083461,-4.34,-3.59,0.68,0.002221485474,0.132164143814656,0.009918320763665,0.0336,0.0546,0.0206,-0.005,0.0083,-0.002808988764045
200109,-0.083461,0.01674,-4.28,-3.6,0.59,0.007167587115,0.148628588215564,0.00865273396234,0.0264,0.0542,0.0081,-0.0233,0.0086,0
200110,0.01674,0.076587,-4.19,-3.67,0.54,0.003249757522,0.144901399571071,0.010749273649279,0.0216,0.0506,0.0464,-0.0027,0.0088,0.004507042253521
200111,0.076587,0.007351,-4.21,-3.78,0.5,0.002189351207,0.133481366666032,0.011161766529925,0.0187,0.0553,-0.0471,0.0283,0.0084,-0.003365114974762
200112,0.007351,-0.015824,-4.28,-3.84,0.45,0.001797954638,0.131217845913788,0.013466789150059,0.0169,0.0575,-0.0183,0.0093,0.0128,-0.001688238604389
200201,-0.015824,-0.020881,-4.29,-3.82,0.45,0.002183888932,0.132560548667954,0.011193294539452,0.0165,0.0569,0.0138,0.0037,0.0132,-0.003945885005637
200202,-0.020881,0.036272,-4.27,-3.8,0.45,0.002567831979,0.130119085686796,0.012501026727262,0.0172,0.0563,0.0115,0.0015,0.0138,0.002263723825693
200203,0.036272,-0.062301,-4.25,-3.84,0.45,0.002014824398,0.236833402300857,0.013761371084,0.0179,0.0604,-0.0436,0.0141,0.013,0.003952569169961
200204,-0.062301,-0.0093,-4.28,-3.75,0.47,0.002319716788,0.247732312552071,0.015108861753894,0.0171,0.0575,0.041,-0.0157,0.0127,0.00562429696288
200205,-0.0093,-0.072749,-4.21,-3.71,0.49,0.004101624997,0.248255614069257,0.022279336074494,0.0173,0.0578,0.0015,0.0098,0.0134,0.005592841163311
200206,-0.072749,-0.075287,-4.2,-3.61,0.51,0.003707969279,0.266572501776804,0.02752489697392,0.017,0.0566,0.0187,-0.0114,0.0132,0
200207,-0.075287,0.005561,-4.13,-3.49,0.56,0.015342791354,0.282032194482979,0.028443333598057,0.0168,0.0544,0.0303,-0.0209,0.0137,0.00055617352614
200208,0.005561,-0.110365,-4.05,-3.45,0.6,0.009409277858,0.284411555995003,0.024749986032816,0.0162,0.051,0.0464,-0.0012,0.0121,0.001111728738188
200209,-0.110365,0.087199,-4.06,-3.3,0.64,0.007366061248,0.324555155463846,0.029301838729492,0.0163,0.048,0.0417,-0.0087,0.0125,0.003331482509717
200210,0.087199,0.057619,-3.94,-3.41,0.61,0.011589679135,0.293437063754566,0.025673325746952,0.0158,0.0508,-0.0294,0.0054,0.0141,0.001660210293304
200211,0.057619,-0.060034,-4.01,-3.5,0.58,0.004449081113,0.27697549934051,0.022909886824945,0.0123,0.0521,-0.0122,0.0252,0.0131,0.001657458563536
200212,-0.060034,-0.027679,-4.06,-3.46,0.54,0.0026394797,0.295385895618367,0.025733594769958,0.0119,0.0484,0.0507,-0.0146,0.0124,0
200301,-0.027679,-0.016246,-4,-3.4,0.57,0.005167513391,0.305942307150939,0.028289913159242,0.0117,0.0495,-0.0106,0.0127,0.0118,-0.002206287920574
200302,-0.016246,0.009408,-3.97,-3.35,0.6,0.002564160074,0.312251320581896,0.027916213071547,0.0117,0.0472,0.0329,-0.0065,0.0111,0.004422332780542
200303,0.009408,0.081774,-3.95,-3.33,0.63,0.006136132637,0.286117700799217,0.024099603621521,0.0113,0.0486,-0.0135,0.0055,0.0106,0.007705008255366
200304,0.081774,0.052251,-3.96,-3.36,0.67,0.00306482826,0.269654030609894,0.019967818722383,0.0113,0.0481,0.0102,0.0127,0.0111,0.00600764609503
200305,0.052251,0.011916,-4.04,-3.37,0.72,0.002228351412,0.258375506107509,0.006448996632457,0.0107,0.0436,0.0592,-0.0121,0.0116,-0.002171552660152
200306,0.011916,0.016932,-4.09,-3.34,0.76,0.001997740957,0.25448833726539,0.00126275679293,0.0092,0.0452,-0.0154,0.0011,0.0122,-0.001632208922742
200307,0.016932,0.018897,-4.09,-3.32,0.79,0.002046059398,0.247643334789637,0.000272444692419,0.009,0.0542,-0.0982,0.0101,0.0113,0.001089918256131
200308,0.018897,-0.011437,-4.1,-3.3,0.82,0.00096602471,0.242856073345992,0.00291786481234,0.0095,0.0532,0.0166,0.0053,0.0113,0.001088731627654
200309,-0.011437,0.05476,-4.11,-3.25,0.84,0.001869121696,0.246541782633706,0.007324253578961,0.0094,0.049,0.0546,-0.0043,0.0107,0.003806416530723
200310,0.05476,0.008559,-4.08,-3.22,0.91,0.001407575956,0.233308966674458,0.007212234247625,0.0092,0.0518,-0.0283,0.008,0.0103,0.003250270855905
200311,0.008559,0.05108,-4.12,-3.15,0.97,0.000919633307,0.233754152107335,0.010001584551703,0.0093,0.0519,-0.0027,0.0079,0.0101,-0.001079913606911
200312,0.05108,0.018278,-4.11,-3.13,1.03,0.000893698745,0.218739864754122,0.006948435540327,0.009,0.0511,0.0139,0,0.0098,-0.002702702702703
200401,0.018278,0.013703,-4.15,-3.12,1.04,0.000978818637,0.218027721020169,0.006886539954828,0.0088,0.0499,0.0187,0,0.009,-0.001084010840108
200402,0.013703,-0.015582,-4.15,-3.11,1.05,0.000610711871,0.216053220356919,0.009363907795806,0.0093,0.0483,0.023,-0.0052,0.0077,0.00488334237656
200403,-0.015582,-0.016484,-4.15,-3.08,1.06,0.001981262917,0.281731465479788,0.01228204895153,0.0094,0.0474,0.0141,-0.0023,0.0078,0.005399568034557
200404,-0.016484,0.012829,-4.12,-3.03,1.08,0.001230928287,0.285371866800579,0.013766290329766,0.0094,0.0531,-0.0588,0.0054,0.0073,0.006444683136412
200405,0.012829,0.018888,-4.1,-3.02,1.09,0.000977626446,0.286411573890042,0.016330094038679,0.0102,0.0539,-0.0051,-0.002,0.0071,0.003201707577374
200406,0.018888,-0.033754,-4.1,-3.01,1.1,0.000770751374,0.279631602954536,0.014491437473853,0.0127,0.0532,0.0121,-0.0028,0.0077,0.005851063829787
200407,-0.033754,0.002807,-4.11,-2.97,1.1,0.000777089179,0.28778830952759,0.014720681566114,0.0133,0.0523,0.0155,0.0029,0.008,0.003172924378636
200408,0.002807,0.009717,-4.06,-2.96,1.1,0.00144283658,0.286820615849152,0.014278707379752,0.0148,0.0493,0.0395,0,0.0081,-0.001581444385872
200409,0.009717,0.013873,-4.05,-2.96,1.1,0.000705680226,0.28948530148498,0.009132266737348,0.0165,0.0488,0.0096,0.0005,0.0081,0.000527983104541
200410,0.013873,0.039459,-4.06,-2.97,1.1,0.001230486751,0.291009596638035,0.007428866652321,0.0176,0.0478,0.0154,0.001,0.0074,0.002110817941952
200411,0.039459,0.032234,-4.07,-3,1.1,0.000857400237,0.279831645892509,0.012176920019086,0.0207,0.0502,-0.0234,0.0034,0.0068,0.005265929436546
200412,0.032234,-0.025424,-4.1,-3.03,1.1,0.00072784311,0.270619242678992,0.013001305365512,0.0219,0.0484,0.025,0.0007,0.0068,0.000523834468308
200501,-0.025424,0.019552,-4.12,-3,1.1,0.00082139651,0.278179856128824,0.013545480195639,0.0233,0.0465,0.03,-0.0023,0.0066,-0.003664921465969
200502,0.019552,-0.01884,-4.08,-3,1.09,0.00083444623,0.271041023645231,0.01175839869548,0.0254,0.0479,-0.0128,0.0016,0.0062,0.002101944298476
200503,-0.01884,-0.021026,-4.09,-2.98,1.09,0.000859895714,0.319856889342483,0.009096661529728,0.0274,0.0488,-0.0072,-0.0053,0.0066,0.005768222338752
200504,-0.021026,0.029894,-4.06,-2.94,1.1,0.00182587057,0.32962440066284,0.007935532660921,0.0278,0.0461,0.0373,-0.0046,0.0072,0.007820646506778
200505,0.029894,-0.000683,-4.02,-2.95,1.1,0.000859392683,0.320965504591363,0.004776584063325,0.0284,0.044,0.0297,-0.0002,0.0086,0.00672529746508
200506,-0.000683,0.035064,-4.04,-2.94,1.11,0.000542132596,0.326979056873159,0.005365446385081,0.0297,0.0429,0.0167,-0.0026,0.009,-0.001027749229188
200507,0.035064,-0.011559,-4.03,-2.95,1.11,0.000649913288,0.315734274606213,0.004480055311164,0.0322,0.0456,-0.0288,0.0044,0.0089,0.000514403292181
200508,-0.011559,0.005067,-4.06,-2.93,1.12,0.000696700677,0.320533124713784,0.005404918808268,0.0344,0.0432,0.0333,-0.01,0.0087,0.004627249357327
200509,0.005067,-0.018572,-4.04,-2.92,1.13,0.000659899331,0.317891509835647,0.006716247889882,0.0342,0.0464,-0.0338,0.0028,0.009,0.005117707267144
200510,-0.018572,0.035589,-4.04,-2.88,1.14,0.001817984292,0.321808187109856,0.005749516951581,0.0371,0.0484,-0.0196,-0.0008,0.0095,0.012219959266802
200511,0.035589,-0.00316,-4.01,-2.9,1.14,0.000539896415,0.310914345628811,0.005767935069687,0.0388,0.0481,0.0076,0.0023,0.0097,0.002012072434608
200512,-0.00316,0.023242,-4.03,-2.88,1.15,0.00043300026,0.313477956613016,0.003059528147837,0.0389,0.0461,0.0267,-0.0042,0.0095,-0.008032128514056
200601,0.023242,-0.001075,-4.02,-2.9,1.15,0.0009753876,0.309226257862503,-0.000445756232322,0.0424,0.0474,-0.0118,0.0025,0.0095,-0.004048582995951
200602,-0.001075,0.009509,-4.04,-2.88,1.16,0.00064855102,0.305610361116341,0.002037961597077,0.0443,0.0457,0.0238,-0.011,0.0092,0.007621951219512
