date,y_true,fcast_comby,hmean,nr_comby,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf,Pyun_FC
2018-09-01,0.003538,0.020307566998913146,0.006828851311953353,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-10-01,-0.069909,0.00820682894109361,0.00681928488372093,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-11-01,0.017852,0.002788363209332554,0.006596884057971014,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2018-12-01,-0.092446,0.002464750864208015,0.006629413294797688,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-01,0.079509,-0.0016230320604999648,0.006343893371757925,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-02-01,0.029608,0.011738133438483655,0.006554137931034483,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-03-01,0.017731,0.014099780211601059,0.006620194842406877,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-04-01,0.038729,0.011491445425670672,0.00665194,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-01,-0.065287,0.011448479384060484,0.0067433276353276355,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-01,0.067461,0.012010653345046965,0.006538696022727272,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-07-01,0.012803,0.009884648214017747,0.00671128045325779,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-01,-0.017985,0.010941423352225558,0.006728488700564972,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-09-01,0.017191,0.004248413260821367,0.00665887323943662,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-10-01,0.019821,0.007689840246313188,0.006688457865168539,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-11-01,0.034706,0.005943583453664711,0.006725243697478992,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-01,0.028587,0.011749454956095633,0.006803402234636871,1,0,0,0,0,0,0,0,0,0,0,0,0,1
