date,y_true,fcast_comby,hmean,nr_comby,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf
2018-11-01,0.017852,0.0033534643243785817,0.006576970553592462,2,0,0,0,1,0,0,0,0,1,0,0,0
2018-12-01,-0.092446,0.009308058035169226,0.0065902352941176485,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-01-01,0.079509,0.00673645406307229,0.006473858989424208,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-02-01,0.029608,0.0061903742375432995,0.006559580985915494,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-03-01,0.017731,0.006324300377898872,0.006586601406799532,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-04-01,0.038729,0.009749782147097673,0.00659965105386417,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-05-01,-0.065287,0.006201659442292361,0.006637229239766083,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-06-01,0.067461,0.009983399491323736,0.006553205607476637,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-07-01,0.012803,0.0074430592862210175,0.006624276546091016,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-08-01,-0.017985,0.007110174975011808,0.006631477855477857,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-09-01,0.017191,0.010795612495551696,0.006602820721769501,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-10-01,0.019821,0.005504650656014451,0.0066151325581395365,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-11-01,0.034706,0.006080194140813761,0.006630470383275263,2,0,0,0,1,0,0,0,0,1,0,0,0
2019-12-01,0.028587,0.006685517612424829,0.0066630406032482615,2,0,0,0,1,0,0,0,0,1,0,0,0
2020-01-01,-0.001292,0.0052151324839466405,0.006688444959443802,2,0,0,0,1,0,0,0,0,1,0,0,0
2020-02-01,-0.083172,0.01127523643704913,0.006679208333333335,2,0,0,0,1,0,0,0,0,1,0,0,0
2020-03-01,-0.123197,0.008730499966438276,0.006575334104046243,2,0,0,0,1,0,0,0,0,1,0,0,0
2020-04-01,0.127694,-0.068609576644182,0.006425481524249424,1,0,0,0,1,0,0,0,0,0,0,0,0
2020-05-01,0.047818,0.007419539969044264,0.006565352941176471,3,0,1,0,0,0,0,0,1,1,0,0,0
2020-06-01,0.020248,0.006558448775675727,0.0066128790322580655,3,0,1,0,0,0,0,0,1,1,0,0,0
2020-07-01,0.05681,0.006997350421733895,0.006628569620253165,3,0,1,0,0,0,0,0,1,1,0,0,0
2020-08-01,0.071968,0.008271655928987466,0.0066862494252873566,3,0,1,0,0,0,0,0,1,1,0,0,0
2020-09-01,-0.038251,0.00667633821780392,0.006761199770378875,2,0,0,0,0,0,0,0,1,1,0,0,0
2020-10-01,-0.026509,0.00943764702640817,0.006709580275229358,2,0,0,0,0,0,0,0,1,1,0,0,0
2020-11-01,0.109303,0.005743190438528937,0.006671529209621993,3,0,1,0,0,0,0,0,1,1,0,0,0
2020-12-01,0.041473,0.009594575990248889,0.006788956521739131,2,0,0,0,0,0,0,0,1,1,0,0,0
